Unnamed: 0,Albania,Advanced Economies,Armenia,Australia,Austria,Burundi,Belgium,Bangladesh,Bulgaria,Bahrain,Bosnia and Herzegovina,Belarus,Belize,Bolivia,Brazil,Botswana,Canada,Chile,China,Colombia,Costa Rica,Cyprus,Czech Republic,Germany,Dominica,Denmark,Dominican Republic,Algeria,EMDE East Asia & Pacific,EMDE Europe & Central Asia,"Egypt, Arab Rep.",Emerging Market and Developing Economies (EMDEs),Spain,Estonia,Finland,France,Gabon,United Kingdom,Georgia,Greece,Guatemala,High Income Countries,"Hong Kong SAR, China",Honduras,Croatia,Hungary,Indonesia,India,Ireland,Iceland,Israel,Italy,Jamaica,Jordan,Japan,Kazakhstan,Kenya,Kyrgyz Republic,"Korea, Rep.",Kuwait,EMDE Latin America & Caribbean,Lebanon,Low-Income Countries (LIC),Sri Lanka,Lithuania,Luxembourg,Latvia,Morocco,"Moldova, Rep.",Maldives,Mexico,Middle-Income Countries (MIC),North Macedonia,Myanmar,Mongolia,EMDE Middle East & N. Africa,Mauritius,Malawi,Malaysia,Nigeria,Nicaragua,Netherlands,Norway,New Zealand,Oman,Pakistan,Panama,Peru,Philippines,Poland,Portugal,Paraguay,Qatar,Romania,Russian Federation,EMDE South Asia,Saudi Arabia,Singapore,El Salvador,EMDE Sub-Saharan Africa,Slovakia,Slovenia,Sweden,Seychelles,Thailand,Tunisia,Turkey,"Taiwan, China","Tanzania, United Rep.",Uganda,Ukraine,Uruguay,United States,"Venezuela, RB",Viet Nam,World (WBG members),Samoa,South Africa,Zambia
1994M09,3.885456,,,2.696379,3.850003,,1.327497,,,,,,,,15.66225,,1.181544,29.58322,4.406504,,2.347509,,3.763423,2.732366,,,,,5.066393,,17.00653,,5.250644,3.173258,4.875278,1.421782,,2.127398,,,,,,,2.78099,5.314344,4.639807,9.392498,2.855006,3.160189,,2.562757,1.453508,,4.755015,,,,2.45764,,,,,,1.651816,,,,,,,,,,,,,,5.828097,,1.619659,,8.855217,3.343705,,,,13.93141,4.108843,,7.02244,,,20.50156,1.444399,9.230814,5.388894,9.114222,,,3.299758,3.201424,5.230278,,6.268295,2.22323,,,,,,,1.374721,,,,,,
1994M10,3.929042,,,2.663728,3.931978,,1.364146,,,,,,,,14.03049,,1.094346,34.31946,4.620353,,2.738502,,4.379639,2.82255,,,,,5.083345,,19.30068,,5.499172,3.271429,5.483841,1.426424,,2.136689,,,,,,,2.747765,5.54662,4.373838,9.067447,2.758907,2.481276,,2.285184,1.563005,,4.857919,,,,2.589275,,,,,,3.426845,,,,,,,,,,,,,,5.817933,,1.441586,,8.37638,3.245871,,,,13.96859,4.012095,,7.113153,,,21.54682,,8.755515,3.836087,9.333305,,,3.465483,3.275916,5.132089,,6.221653,2.291495,,,,,,,1.420393,,,,,,
1994M11,4.212353,,,2.432283,3.602514,,1.199143,,,,,,,,10.55363,,0.983489,33.58175,5.047145,,2.325401,,4.004179,2.64448,,,,,5.204795,,15.13316,,5.371989,3.127479,4.925573,1.313596,,2.010241,,,,,,,2.175943,5.202075,4.780831,9.779892,2.545073,2.89579,,1.998164,1.883989,,4.765895,,,,2.52377,,,,,,1.893247,,,,,,,,,,,,,,5.64542,,1.24862,,9.186275,2.818203,,,,12.56801,3.851959,,6.504853,,,15.52115,,9.353298,3.650039,9.20887,,,3.497706,3.210506,4.893023,,5.954348,2.704696,,,,,,,1.260938,,,,,,
1994M12,4.287266,,,2.449437,3.000667,,1.224458,,,,,,,,9.631377,,0.866218,35.69947,5.212764,,2.465999,,4.003972,2.336511,,,,,4.904793,,16.26163,,4.817073,2.866766,3.628502,1.422033,,2.007297,,,,,,,2.515979,5.035413,4.367206,9.242811,2.458574,2.464046,,2.229759,2.026834,,4.866605,,,,2.482097,,,,,,2.121262,,,,,,,,,,,,,,4.445873,,2.419331,,7.481349,3.369698,,,,12.84029,3.730479,,6.369197,,,19.90583,1.412303,8.981996,3.858346,9.163503,,,3.625176,3.169468,4.18188,,5.700615,2.33684,,,,,,,1.286324,,,,,,
1995M01,4.214152,,,2.347625,4.01599,,1.1363,,2.909557,,,,,,10.02773,,0.934561,33.22037,5.723885,,2.316345,,3.80663,2.594652,,,,,5.133302,,15.46609,,4.888176,2.979302,5.050797,1.398551,,2.030133,,,,,,,2.51242,6.440443,4.30107,9.611032,2.580212,3.296365,,2.144011,2.010258,,4.910881,,,,2.883842,,,,,,1.48743,,,,,,,,,,,,,,4.622342,,1.972577,,8.007026,3.584373,,,,11.51498,3.709755,,6.188473,1.478225,,20.77773,,9.249943,3.598488,9.75675,,,3.397478,2.998532,4.955532,,5.730728,2.151067,,,,,,,1.294354,,,,,,
1995M02,4.118609,,,2.502493,3.905122,,1.15231,,2.780457,,,,,,8.392196,,1.048129,30.53073,5.664474,,2.387681,,3.958381,2.349263,,,,,4.96079,,17.33468,,4.423728,3.050005,4.876659,1.366124,,2.020895,,,,,,,2.541503,5.374836,3.864488,9.114956,2.619855,2.346164,,2.049285,1.706047,,4.727666,,,,2.468008,,,,,,1.369207,,,,,,,,,,,,,,4.407227,,2.091444,,8.338068,3.431504,,,,11.63857,3.808736,,6.133215,1.208235,,18.6157,,8.812198,4.007808,8.87931,,,3.664643,3.16279,4.797803,,5.477726,3.056673,,,,,,,1.409391,,,,,,
1995M03,4.59408,,,2.662005,3.835992,,1.153317,,3.17184,,,,,,7.094093,,1.076937,31.90666,5.576356,,2.362051,,4.070271,2.178127,,,,,4.846839,,15.1469,,3.647929,2.712921,4.679122,1.300158,,2.038057,,,,,,,2.353233,4.606127,4.126959,8.856876,2.316011,2.124349,,1.757759,2.087681,,5.013193,,,,2.36819,,,,,,1.234557,,,,,,,,,,,,,,4.418871,,1.611006,,8.688099,3.332665,,,,10.0938,3.200209,,5.918116,1.156067,,13.34631,1.346168,8.429318,4.217064,8.671457,,,3.607235,3.23406,4.657102,,5.11851,2.328502,,,,,,,1.486909,,,,,,
1995M04,4.595301,,,2.799808,4.326541,,1.367222,,3.593397,,,,,,7.741647,,1.069425,38.54509,5.777873,,2.807539,,4.172618,2.453817,,,,,5.101394,,16.05419,,3.626019,3.125278,4.475562,1.334115,,2.024035,,,,,,,2.889467,5.028601,4.1882,9.728263,2.497151,2.847595,,1.739604,2.007889,,5.238082,,,,2.486835,,,,,,1.401521,,,,,,,,,,,,,,4.375995,,2.2397,,8.618148,3.421336,,,,11.71329,3.243262,,5.678765,1.436406,,14.44834,,9.237988,3.645743,8.996975,,,3.733381,3.527877,5.140455,,6.177984,2.440862,,,,,,,1.550483,,,,,,
1995M05,3.770959,,,2.447651,4.006616,,1.306815,,3.693843,,,,,,7.07832,,1.046819,33.9072,5.539775,,2.509124,,4.271264,2.30944,,,,,4.828585,,18.52963,,3.444445,2.729712,4.285916,1.224719,,1.983517,,,,,,,2.729543,5.141137,4.062249,8.300919,2.479246,2.568852,,1.714863,1.953483,,5.348662,,,,2.394235,,,,,,1.322098,,,,,,,,,,,,,,4.108595,,1.592458,,6.731604,2.928495,,,,10.33328,3.354357,,5.488987,1.532038,,11.95702,,7.899885,4.522952,8.576469,,,3.702177,3.272527,4.988078,,5.368421,2.397095,,,,,,,1.515045,,,,,,
1995M06,4.398492,,,2.34596,4.337836,,1.330836,,3.755406,,,,,,7.000862,,1.06485,33.96103,5.848311,,2.504409,,4.232678,2.293835,,,,,4.890359,,16.71865,,3.605348,2.715705,4.430558,1.287565,,1.987803,,,,,,,2.919985,5.837661,3.827182,8.236832,2.576131,2.319576,,2.195299,1.749993,,5.436674,,,,2.431264,,,,,,1.302463,,,,,,,,,,,,,,3.765633,,1.537923,,8.068455,3.228926,,,,10.94359,3.235826,,6.186919,1.142712,,11.85278,2.348528,7.912704,4.976629,8.783442,,,4.659676,3.217371,5.033024,,5.998259,1.893519,,,,,,,1.53191,,,,,,
