Unnamed: 0,Albania,United Arab Emirates,Armenia,Austria,Azerbaijan,Belgium,Bangladesh,Bulgaria,Bahrain,Bosnia and Herzegovina,Belarus,Bolivia,Brazil,Botswana,Canada,Switzerland,Chile,China,Colombia,Costa Rica,Cyprus,Czech Republic,Germany,Denmark,Dominican Republic,Algeria,Ecuador,"Egypt, Arab Rep.",Spain,Estonia,Finland,Fiji,France,United Kingdom,Georgia,Ghana,Greece,Guatemala,"Hong Kong SAR, China",Honduras,Croatia,Hungary,Indonesia,India,Ireland,Iceland,Israel,Italy,Jamaica,Jordan,Japan,Kazakhstan,Kenya,Kyrgyz Republic,Cambodia,"Korea, Rep.","Lao, PDR",Lebanon,Lesotho,Lithuania,Luxembourg,Latvia,Morocco,"Moldova, Rep.",Mexico,North Macedonia,Malta,Montenegro,Mongolia,Mozambique,Mauritius,Malaysia,Namibia,Nigeria,Nicaragua,Netherlands,Norway,Oman,Pakistan,Panama,Peru,Philippines,Poland,Portugal,Paraguay,West Bank and Gaza,Qatar,Romania,Russian Federation,Saudi Arabia,Singapore,El Salvador,Serbia,Slovakia,Slovenia,Sweden,Thailand,Tajikistan,Trinidad and Tobago,Tunisia,Turkey,"Taiwan, China",Uganda,Uruguay,United States,Viet Nam,Kosovo,South Africa,Zambia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994.0,,,4879.872,2.944384,,2.374828,5.441094,96.86612,,,350.0,7.866868,,,0.175319,0.851052,11.46038,24.26481,22.85096,13.54591,4.668291,9.864011,2.725933,2.01685,8.246856,,27.36525,8.086469,4.712626,47.67662,1.106195,,1.654351,2.212019,,,10.87886,12.52881,8.816948,21.74252,101.0275,18.88825,8.531939,,2.325581,1.551802,12.33696,4.11297,35.45861,2.337099,0.69062,1752.174,28.72109,,,6.268272,,,,70.97784,2.10069,35.66256,,,6.986295,125.4932,,,,,7.298444,3.537186,,56.85718,,2.802749,1.375675,,12.36973,1.238369,23.7639,12.45763,33.29704,5.412799,20.35264,,,136.4256,296.0342,1.353143,3.094657,10.60467,,13.41272,20.86389,2.199912,5.081918,,8.846384,4.786036,104.7419,4.083411,,44.78417,2.595605,,,8.953855,53.93392
1995.0,7.751526,,163.2815,2.198093,,1.465161,10.31175,61.45528,,,685.1852,10.193,,,2.139037,1.797518,8.229122,16.75762,20.88406,23.18217,2.627403,9.205021,1.804925,2.077077,12.50775,,22.9323,15.85185,4.670241,28.74239,1.013475,,1.797608,2.684119,,,8.932384,8.409923,9.034823,29.48088,1.956023,28.30514,9.416948,,2.582645,1.655199,10.03719,5.267316,19.81833,2.365287,-0.095503,175.8216,1.573201,,,4.480663,,,,39.58451,2.016169,25.06005,,29.62712,35.06178,16.05862,,,,,5.958344,3.491428,,72.87322,,1.926025,2.47305,,12.32975,1.046612,11.02914,6.932931,28.09377,4.219425,13.5203,,,32.17638,196.2716,5.121909,1.725058,10.03657,,9.919867,13.55412,2.531888,5.793535,,5.299286,6.14365,89.39569,3.667545,,42.27743,2.80542,,,8.671938,34.83632
1996.0,12.90958,,17.41723,1.891682,,2.061325,2.383253,125.5282,,,51.65094,12.43043,15.75689,,1.589719,0.810289,7.356024,8.299312,20.80333,17.51825,2.993587,8.780332,1.385464,2.145134,5.388201,,24.48595,7.225064,3.555156,23.01815,0.615665,,1.978433,2.851885,,,8.186249,11.06126,6.324657,23.82445,3.620887,23.44111,7.945895,,1.762336,2.248016,11.26866,3.902927,26.60234,6.567159,0.139046,39.14894,8.823961,,,4.921369,,,,24.57994,1.181378,18.09646,,23.50358,34.34971,2.421683,,,,,6.618562,3.494559,,29.38954,,1.97838,1.25,,10.36216,1.225418,11.48403,8.268734,19.82688,3.066191,9.69764,,,38.87176,47.24919,0.262926,1.378909,9.788589,,5.794369,9.911065,0.471695,5.828944,,3.233377,3.830577,80.25385,3.068563,,28.33721,2.936673,,,7.360124,43.26615
1997.0,33.12241,,14.09543,1.29705,,1.625835,5.190311,1037.481,,,64.07465,4.704077,6.919443,,1.621064,0.518499,6.126759,2.789322,18.47648,13.23702,3.614146,8.629293,1.899247,2.196088,8.299249,,30.6847,4.293381,1.96826,10.57889,1.201133,,1.202897,2.208103,7.117144,,5.532318,9.236657,5.83018,20.19987,3.629141,18.27833,6.224502,,1.410193,1.799814,9.00068,2.022634,9.526402,3.027232,1.718303,17.55352,11.30068,,,4.433315,,,,8.901644,1.364,8.511023,,11.87691,20.59698,1.373714,,,,,6.791132,2.628812,,10.72019,,2.10922,2.566923,,11.37694,1.261279,8.53267,5.576047,15.06062,2.339852,6.957983,7.619113,,154.7575,14.80703,-0.249359,2.023083,4.488451,,6.142331,8.342753,0.522875,5.629848,,3.6878,3.673005,85.74911,0.907349,,19.81253,2.337566,,,8.587475,24.34053
1998.0,20.55401,,8.460496,0.979161,,0.950437,8.283493,17.80222,,,73.27014,7.670368,3.186323,,0.977409,0.018846,5.105557,-0.774953,18.6502,11.66183,2.231565,10.69981,0.943289,1.820103,4.839489,,36.17221,4.230989,1.835143,8.195137,1.388422,,0.649009,1.82673,3.506357,10.64718,4.764237,6.622027,2.827132,13.65702,6.63171,14.11466,58.54823,,2.476214,1.697483,5.435524,1.994336,8.548708,3.091487,0.656941,7.23205,5.405405,,,7.506797,,,,5.078819,0.961688,4.579517,,7.735358,15.91633,0.568792,,,,,6.818182,5.293716,,7.867811,,1.962664,2.264331,,6.220391,0.630416,7.253419,9.371147,11.67592,2.575903,11.53363,5.570107,,59.01335,27.69747,-0.41429,-0.27096,2.546468,,6.659951,7.942107,-0.130525,7.958436,,5.627284,3.119611,84.50038,1.685063,-1.108623,10.79495,1.547007,,,6.882603,24.62231
1999.0,0.380693,,0.898303,0.584286,,1.126587,6.251726,2.55544,,,294.6389,2.156371,4.857193,,1.753265,0.807734,3.333238,-1.398757,10.87609,10.04521,1.742565,2.160117,0.517901,2.467997,6.484313,,52.20793,2.907296,2.310591,3.312743,1.225842,,0.542505,1.737982,19.16954,4.926625,2.641221,5.212137,-3.977396,11.70389,4.008371,9.997905,20.35851,,1.547435,3.222742,5.206563,1.631378,6.043956,0.589744,-0.355993,8.345463,5.790279,,,0.81069,,,,0.738906,1.027166,2.436306,,39.30642,16.56524,-1.251291,,,,,6.873977,2.713807,,6.598716,,2.157079,2.365692,,4.148465,1.275094,3.471323,6.181887,7.23706,2.346872,6.790645,5.537846,,45.85689,85.91714,-2.118959,0.023152,0.510416,,10.57823,6.127364,0.458244,0.236274,,3.367159,2.690787,64.79429,0.178509,5.752463,5.654575,2.193139,,,5.198562,26.74749
2000.0,0.108357,,-0.739175,2.323569,,2.544432,2.374996,10.30493,,,167.5769,4.606254,7.056858,8.616505,2.701247,1.561137,3.838324,0.356306,9.218441,10.95908,4.204156,3.762991,1.456093,2.94879,7.7613,,96.04465,2.665245,3.431708,4.0184,3.371154,,1.679158,1.182549,3.993172,40.47952,3.156637,5.97595,-3.723404,11.05387,4.595786,9.817425,3.703278,,5.614817,5.123517,1.135087,2.493169,8.031088,0.682705,-0.68901,13.43484,9.966357,,,2.260827,,,,0.988647,3.153364,2.627079,,31.09617,9.486155,6.633817,,,,,4.249617,1.578947,,6.889405,,2.359279,3.07377,,4.364532,1.478021,3.762053,6.56521,10.05954,2.85606,8.970976,2.806708,,45.62655,20.78203,-1.029438,1.348522,2.269855,,11.99582,8.933605,1.002053,1.693443,,3.569835,2.945966,54.88168,1.250425,3.378306,4.769861,3.366683,,,5.34255,26.06838
2001.0,3.057773,,3.173428,2.645247,0.849067,2.468075,1.945414,7.449742,,,60.84546,1.602291,6.852768,6.480447,2.534079,0.990515,3.564979,0.710081,7.958457,11.25849,1.969056,4.685701,2.053433,2.36143,8.90341,,37.43846,2.284528,3.588296,5.745289,2.55409,,1.632662,1.567311,4.699978,41.20324,3.380397,7.284486,-1.575173,9.63126,3.780154,9.169269,11.46723,,4.81687,6.390733,1.119353,2.832389,6.754596,1.790183,-0.685225,8.645874,5.786565,,,4.069072,7.739992,,,1.372565,2.670441,2.484096,,9.587748,6.366681,5.207706,,,,,5.398458,1.409326,,18.8371,,4.152372,3.004197,,3.580563,0.328026,1.977636,5.396878,5.493966,4.372514,7.336562,1.227844,,34.42864,21.47768,-1.119221,1.01442,3.742624,,7.092619,8.37613,2.440966,1.606685,38.55128,5.601034,1.970089,54.36393,-0.001017,1.93951,4.377797,2.816629,,,5.700973,21.23971
2002.0,5.198897,,1.038112,1.800424,2.77736,1.644104,3.362077,5.862718,,,42.65009,0.928737,8.45598,8.027282,2.266917,0.64103,2.485947,-0.736528,6.34964,9.162846,2.795001,1.880567,1.330593,2.424437,5.219053,,12.42378,2.690355,3.102839,3.557703,1.543686,,1.924438,1.49674,5.601447,9.317083,3.629534,8.126793,-3.06939,7.709409,1.670552,5.284901,11.90429,5.239573,4.627277,5.178281,5.684788,2.462735,7.113441,1.833053,-0.905563,5.959302,1.993345,,,2.766552,10.61386,,,0.272185,2.079458,1.936151,,5.24913,5.037378,1.072021,,,,,6.445993,1.829144,7.185039,12.88807,,3.285399,1.254557,-0.276708,3.69285,1.224422,0.19497,2.757208,1.898502,3.599477,10.42184,5.707441,,22.50586,15.77775,0.111959,-0.391452,1.86558,,3.331223,7.476521,2.151917,0.655564,12.22614,4.120767,2.735862,44.87419,-0.193286,-0.302284,13.95761,1.59567,1.833837,,9.162243,22.29856
2003.0,2.358667,,4.695999,1.340885,2.13083,1.590005,5.598892,2.388986,,,28.49176,3.343027,14.7003,9.179213,2.75,0.635918,2.810573,1.126192,7.120096,9.445058,4.138616,0.118739,1.024875,2.085506,27.48646,,7.913447,4.646565,3.040879,1.337147,0.901997,,2.095432,1.37919,4.786171,34.73694,3.523888,5.596409,-2.57516,7.663626,1.769496,4.664391,6.797066,4.307239,3.51179,2.061965,0.67255,2.698714,10.17127,2.348418,-0.2698,6.378601,9.82377,,,3.513874,15.49845,,,-1.12755,2.052283,2.957808,,11.65971,4.550559,0.867741,1.181443,,,,3.878887,1.003512,7.223753,14.01068,,2.093074,2.499206,0.217155,2.878376,1.43245,2.260271,2.238577,0.799657,3.219635,14.21859,4.38651,,15.38077,13.65068,0.478057,0.48701,2.119894,,8.54583,5.539163,1.925767,1.810743,16.25708,3.781348,2.73164,25.29307,-0.283355,8.716368,19.40144,2.297999,3.228286,0.60471,5.678647,21.30726
