Unnamed: 0,United Arab Emirates,Australia,Austria,Belgium,Bulgaria,Bahrain,Bosnia and Herzegovina,Brazil,Canada,Switzerland,Chile,China,Colombia,Czech Republic,Germany,Denmark,"Egypt, Arab Rep.",Spain,Estonia,Finland,France,United Kingdom,Greece,"Hong Kong SAR, China",Croatia,Hungary,Indonesia,India,Ireland,"Iran, Islamic Rep.",Iceland,Israel,Italy,Jordan,Japan,Kazakhstan,Kenya,"Korea, Rep.",Sri Lanka,Lithuania,Luxembourg,Latvia,Morocco,Mexico,North Macedonia,Malta,Malawi,Malaysia,Nigeria,Netherlands,Norway,New Zealand,Oman,Pakistan,Peru,Philippines,Poland,Portugal,Qatar,Romania,Russian Federation,Saudi Arabia,Singapore,Slovakia,Slovenia,Sweden,Thailand,Tunisia,Turkey,"Taiwan, China",Uganda,Ukraine,United States,"Venezuela, RB",Viet Nam,South Africa
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994.0,,42.4885,42.14428,57.68867,,,,4.561994,36.68019,41.46135,23.84872,,,67.38285,36.18066,,,25.81675,,,49.35661,56.88595,,44.57128,,7.421985,,23.57759,,,,,,27.65128,186.8235,,,,30.92801,,,,,7.818644,,,,,,55.51261,,,,,7.988811,,39.43754,52.09446,,,,23.40379,79.28521,,,27.7553,,,0.397479,77.16811,,,36.2304,,,
1995.0,,41.89403,37.96797,56.59466,,,,5.678756,37.95398,43.25554,26.29137,,,37.05506,36.48002,31.6234,,24.22523,,28.9727,44.31505,59.52023,41.62914,42.01247,,6.412822,18.04764,19.46978,65.82189,,,,,27.51213,162.7832,,,,21.40242,,,,,6.883634,,26.57128,,76.39445,,59.25877,,,,,8.625933,,32.00418,47.44354,,,5.344315,20.37793,73.97088,,,30.93487,177.7473,,0.769368,68.89827,,,42.91526,,,
1996.0,,46.76944,41.2498,69.18068,,,,8.548834,44.80248,55.27796,26.70699,,,44.04965,43.82486,35.80655,,29.56574,,30.87248,50.45749,68.46351,43.88823,53.62465,,13.42713,22.36281,19.58883,82.06062,,,,,26.55348,197.6919,,,221.1711,17.6182,,,,,9.918278,,26.44815,,87.93231,,75.11963,25.93253,,,,9.048309,100.3276,53.71965,54.20208,,,9.272274,21.61922,79.11767,,,37.80416,160.5735,,1.254962,73.72872,,,54.8444,,,
1997.0,,52.52276,49.58121,91.0867,,,,15.0849,55.54253,79.58429,29.11714,,,44.91939,63.39075,50.97036,,45.16824,,48.44647,65.14945,80.77776,69.30742,62.49184,49.18573,29.43477,23.17411,22.03759,110.9505,14.12828,,26.51846,105.4971,29.22669,172.255,,,231.3347,20.50314,,,,,13.77483,,28.50522,,75.89954,30.78871,112.2354,37.67249,,,,12.26931,85.23355,66.18521,85.5525,,16.71011,25.71776,27.61552,68.63517,72.96866,,55.3546,82.20776,22.04987,3.726362,103.4971,,13.26857,71.06273,,,
1998.0,,54.98296,51.29708,123.4229,,,,13.51706,58.24352,108.2671,22.93702,,,37.22491,85.64321,59.31206,,66.26335,,68.60152,85.18939,94.88749,102.3375,44.08102,37.16765,31.78637,15.96788,19.36541,156.4671,13.70057,,27.38412,137.9907,30.74338,144.0665,,,148.6993,17.50833,,,,,13.3926,,30.05396,,40.14057,27.26126,147.5309,36.92923,,,,10.3777,59.09967,61.64606,136.3374,,11.34214,12.10253,26.86058,43.90684,49.70247,,65.24015,48.66261,21.14789,5.969752,95.553,,6.668523,82.37348,,,
1999.0,,61.23722,45.14462,127.7335,,,,16.10553,60.25975,108.8801,25.67365,,,38.4903,91.05949,57.37926,,73.19953,,118.0734,103.9746,105.4301,206.3428,59.21344,31.97372,30.26429,20.73055,24.03829,163.9368,14.66812,,35.36554,157.721,30.48067,157.4667,,,285.0159,15.71515,,91.88282,,,16.39173,,51.03188,,53.65352,23.74059,167.7189,36.08107,,,,10.82143,71.23879,60.45412,124.4318,,8.887868,6.357822,25.01358,66.69846,34.92844,,75.83954,57.8835,24.2034,10.4741,91.25262,,4.166204,99.93933,,,
2000.0,,65.38391,43.32975,117.8372,25.09559,,,23.6896,83.16192,117.6049,29.70867,,,46.58245,121.4049,77.58354,,82.39137,30.27781,225.6636,142.5516,110.0448,200.6486,74.88902,39.89104,39.37895,19.40748,26.73596,174.8671,20.95699,,48.18341,197.8264,25.84479,160.9583,5.669149,,274.8598,14.19891,33.60402,123.4556,41.04841,,20.80431,,101.5006,,65.31178,29.91569,197.9098,47.52692,,,,9.943199,52.07975,80.00878,142.8163,,10.72487,12.75859,34.1682,72.40855,34.61366,,113.6816,47.09476,30.22758,26.54202,97.53913,,8.880357,102.518,,26.82231,
2001.0,,66.68048,44.47369,111.38,21.12026,,,20.4746,66.71023,106.0242,30.48071,,8.063123,34.77696,95.71735,73.61806,,69.86655,27.73187,129.7438,115.2688,96.85131,132.2402,58.74414,44.879,31.09484,15.40996,20.1778,187.2295,28.02818,,37.98731,157.5004,26.64271,113.5134,5.559874,,132.4068,12.70569,28.24341,81.9392,56.72573,,19.0831,,70.88417,,49.49095,45.92554,162.0003,44.47349,,26.82543,,8.369349,44.19655,54.65504,104.3666,,12.89632,12.82867,37.45604,57.62507,42.75642,,79.79833,41.73724,29.34538,18.5613,60.67241,,8.144407,97.30585,,61.90963,
2002.0,,65.35452,45.46643,95.73456,32.18658,,,16.75262,60.5393,87.35488,28.15416,,10.61615,37.04458,71.32779,60.67966,,59.5392,37.08048,100.4847,90.19967,80.43225,101.0886,48.85875,54.22851,34.99879,17.23164,18.89441,152.9042,37.28094,,34.33309,120.5769,31.62595,94.91556,5.962759,,122.6378,19.79613,29.89505,56.75986,64.29063,31.46722,20.3932,,53.99267,,55.09258,52.98952,124.9181,36.29388,,27.14008,,8.234228,39.81135,50.94162,78.97632,,24.36893,22.68692,41.64362,55.24802,48.81185,,61.21153,50.40889,26.33567,20.21019,64.78786,,8.597542,88.11217,,38.72049,35.24253
2003.0,,62.83559,50.08389,78.32136,72.20854,,,21.02394,61.11252,73.75882,33.28858,,16.85959,47.17102,54.42867,59.89269,,57.70174,51.77655,85.9327,75.45747,71.48502,89.39065,47.97718,53.03492,37.79521,19.45969,22.34951,142.0898,64.17196,,37.90162,106.6373,37.12177,87.26441,6.717671,,85.63879,28.03722,47.09129,49.77388,78.67926,32.4993,22.13697,,52.6237,,54.61258,70.02548,90.54476,33.44509,96.61854,35.86739,,12.17649,39.19858,54.37839,69.96677,,36.15705,30.72266,55.70639,52.01651,68.67002,59.29634,54.10939,66.34252,25.58986,22.60482,63.51159,,9.698583,85.88855,,30.57159,32.12124
2004.0,,73.08619,75.9767,101.4389,121.7442,,,32.54595,73.76933,85.84219,41.62802,,28.36034,69.96298,67.93375,76.64414,,70.40235,73.25236,92.42303,90.14552,81.31553,114.2352,60.30397,59.11715,52.88424,30.38016,32.26173,178.3683,107.2317,,52.80663,121.4169,54.84019,104.7342,10.01604,,74.00921,38.06051,76.62359,63.03476,106.9666,38.70884,32.87565,35.98241,71.2796,,65.93036,112.4381,100.997,50.55639,113.6941,49.62118,,20.08512,52.73287,71.72,87.14922,78.7269,62.08835,41.08799,95.7164,66.42185,88.97294,84.86356,69.60813,91.25885,28.94782,36.54405,74.49885,46.85462,22.40107,98.53079,,47.1836,39.81232
2005.0,,87.98616,114.9395,126.7264,185.2078,152.7175,,40.17986,86.6945,98.41716,53.33308,,52.06154,106.1098,79.71675,99.59416,,86.77028,126.133,108.362,106.1612,93.47123,147.7095,66.97646,88.7745,85.59999,41.54621,42.79002,213.8365,100.3798,,65.32134,141.8501,125.1544,116.4169,18.50059,,98.46843,56.30776,143.3284,78.37097,160.7561,43.01686,44.63253,69.48115,98.41537,,70.12377,104.0933,114.5137,69.76272,126.4167,71.43548,,28.92852,64.86784,88.60502,92.86384,151.1174,111.9784,52.35664,201.9384,77.54286,182.6147,88.52758,84.74076,95.08616,33.10593,53.9075,75.19498,75.51621,51.76335,100.7299,,52.09734,53.29401
2006.0,261.1345,104.5197,151.3211,154.9604,219.3724,147.1395,,55.5775,102.7296,123.191,59.40941,50.67089,84.96451,125.149,100.5383,118.6864,77.67032,108.4221,140.1299,135.3398,129.0149,109.2352,187.0409,78.86667,126.614,101.4675,54.3579,66.28703,260.7671,83.37042,,79.2252,163.6948,120.1039,151.1725,88.29965,,116.178,64.93304,146.5035,115.6737,195.2586,70.20356,64.91696,115.8169,145.2916,,74.13261,126.5449,137.7376,94.91712,133.8512,80.1765,128.4439,55.96649,77.77912,123.0034,117.2371,119.8316,151.8072,101.184,204.144,88.81201,168.7284,118.1674,107.0189,98.97601,43.79776,73.18316,84.47651,104.4021,66.47955,108.9524,,100.0537,76.66393
2007.0,261.4463,127.9949,177.2988,175.1598,348.5036,162.8872,,77.63148,116.8918,137.2541,84.01619,133.7714,92.04512,150.2281,127.3533,147.1259,107.8977,133.5803,185.0489,168.352,146.0408,119.4587,228.1668,108.2482,214.7447,117.527,83.10034,90.09953,285.3015,84.11446,,98.57028,177.3567,110.533,159.3606,137.1869,,134.2076,75.27179,183.2771,151.9506,218.5998,110.8159,92.79789,250.588,130.0428,,101.6676,218.1781,155.528,119.1016,147.2785,102.1938,153.108,127.5836,112.4478,146.8597,148.0563,111.0458,182.5243,130.2065,128.2474,119.5369,176.6319,214.3325,128.1564,105.4441,56.08748,88.63172,104.8013,116.0044,148.7171,125.773,,201.1101,102.0066
2008.0,274.4126,103.5897,129.1099,124.1376,235.37,178.3782,,80.6549,107.0883,105.8007,73.74462,96.68721,76.74177,114.9862,105.8022,113.7757,122.2731,104.5197,110.2282,127.9671,109.6139,98.53787,159.4778,97.6176,159.925,89.05399,80.11183,83.5472,160.4255,92.68235,,81.9258,124.5746,152.3398,113.8873,111.8172,131.9148,98.52614,65.24179,134.6264,130.5871,151.5284,127.2485,83.67824,185.225,109.4915,118.2464,89.06519,236.3635,116.7736,97.85073,111.2479,145.4199,134.4327,90.21602,86.11522,105.1214,108.4271,143.5094,116.124,111.3985,132.8177,93.52114,180.3903,167.1409,90.54997,94.55705,65.18116,68.99937,87.24291,122.6405,115.0612,107.4622,,99.93912,97.12158
2009.0,106.6403,83.61395,81.82319,84.77642,87.74403,106.9215,108.51,76.97017,87.1757,86.48921,80.32098,86.7253,82.64218,81.40872,85.53988,83.4324,88.10167,85.35132,70.29293,85.92657,84.80097,84.06941,101.8234,84.12496,87.10327,72.32273,75.54063,78.80389,88.82421,85.60447,93.66284,74.68876,86.71499,104.2018,87.52118,62.69981,87.52069,88.25221,66.16822,75.16979,75.51604,82.28703,100.3255,79.09512,89.85107,81.19386,99.47068,83.77359,106.3874,81.10363,76.02924,91.72838,87.47836,78.74572,78.88209,81.29846,79.91218,86.76859,92.82374,69.52214,65.56237,89.10075,79.40182,133.0439,96.76942,82.15431,79.99825,78.89903,68.88343,78.95041,93.4265,68.02449,84.76696,,85.11175,84.12009
2010.0,96.59738,96.17998,98.20717,101.3934,90.50615,99.85734,87.66063,98.10249,103.5836,98.89614,113.5016,89.43323,114.205,99.12806,105.5299,111.1069,94.49649,88.19035,121.2224,104.4478,97.06724,101.7304,80.03653,100.3445,93.34073,101.311,116.7311,105.3785,95.79316,132.1971,111.2403,101.5432,91.13604,93.37348,93.88546,86.89763,121.8372,94.03986,141.6634,117.2263,94.16409,114.5204,109.2967,104.0732,88.93844,93.8479,96.13266,106.4534,112.4891,99.62497,101.0295,95.56208,100.1396,99.61171,108.1405,115.8066,102.1811,90.48365,108.0222,103.2409,99.24521,101.5407,103.498,94.48501,88.35482,107.3093,116.4538,110.3984,109.2114,97.94258,130.9634,128.7695,101.8295,,96.95633,103.1542
2011.0,87.98231,93.9022,94.76988,96.08651,90.31171,89.38204,92.21907,89.41041,111.2439,92.11631,118.5865,84.25191,119.3827,93.99419,112.5476,112.0954,76.35578,79.63971,135.7481,98.34651,95.18322,106.6238,54.66229,100.0681,97.63331,92.49339,142.2633,103.0453,91.10902,211.6001,115.5986,101.0662,80.78607,87.71375,88.53553,79.00203,109.3108,93.0779,195.6132,130.2548,82.32427,129.2066,110.1522,112.3507,86.60627,88.76668,96.84889,116.7559,107.3663,97.51845,110.3649,96.45806,92.98066,111.0719,136.1897,137.5104,105.6402,81.21493,124.7094,102.3541,115.4384,101.1955,103.8095,95.4267,72.04823,108.9172,141.2139,98.84164,111.5376,101.0765,135.8143,136.1479,114.2784,,87.15017,114.224
