date,CPI,country,PriceBasket,HHI_titles,ExclusivityShare,GoogleTrends_torrent,GoogleTrends_watch_free,Lumen_DMCA_count,PiracyIndex,Income,PriceIncome,PlatformCount,event_price_hike,event_dns_block,event_major_release,PiracyIndex_lag1,PiracyIndex_lag2,PiracyIndex_lag3,PriceBasket_lag1,PriceBasket_lag2,PriceBasket_lag3,rolling_mean_3,month_sin,month_cos,FragmentationIndex
1999-03-01,,Croatia,,0.32970538562582097,0.9452054794520548,,,,,,,,,,,,,,,,,,,,
1999-04-01,,Croatia,,0.32970538562582097,0.9452054794520548,,,,,,,,,,,,,,,,,,,,
1999-05-01,,Croatia,,0.32970538562582097,0.9452054794520548,,,,,,,,,,,,,,,,,,,,
1999-06-01,,Croatia,,0.32970538562582097,0.9452054794520548,,,,,,,,,,,,,,,,,,,,
1999-07-01,,Croatia,,0.32970538562582097,0.9452054794520548,,,,,,,,,,,,,,,,,,,,
1999-08-01,,Croatia,,0.32970538562582097,0.9452054794520548,,,,,,,,,,,,,,,,,,,,
1999-09-01,,Croatia,,0.32970538562582097,0.9452054794520548,,,,,,,,,,,,,,,,,,,,
1999-10-01,,Croatia,,0.32970538562582097,0.9452054794520548,,,,,,,,,,,,,,,,,,,,
1999-11-01,,Croatia,,0.32970538562582097,0.9452054794520548,,,,,,,,,,,,,,,,,,,,
1999-12-01,,Croatia,,0.32970538562582097,0.9452054794520548,,,,,,,,,,,,,,,,,,,,
2000-01-01,,Croatia,,0.37310979618671924,0.9487179487179487,,,,,,,,,,,,,,,,,,,,
2000-02-01,,Croatia,,0.37310979618671924,0.9487179487179487,,,,,,,,,,,,,,,,,,,,
2000-03-01,,Croatia,,0.37310979618671924,0.9487179487179487,,,,,,,,,,,,,,,,,,,,
2000-04-01,,Croatia,,0.37310979618671924,0.9487179487179487,,,,,,,,,,,,,,,,,,,,
2000-05-01,,Croatia,,0.37310979618671924,0.9487179487179487,,,,,,,,,,,,,,,,,,,,
2000-06-01,,Croatia,,0.37310979618671924,0.9487179487179487,,,,,,,,,,,,,,,,,,,,
2000-07-01,,Croatia,,0.37310979618671924,0.9487179487179487,,,,,,,,,,,,,,,,,,,,
2000-08-01,,Croatia,,0.37310979618671924,0.9487179487179487,,,,,,,,,,,,,,,,,,,,
2000-09-01,,Croatia,,0.37310979618671924,0.9487179487179487,,,,,,,,,,,,,,,,,,,,
2000-10-01,,Croatia,,0.37310979618671924,0.9487179487179487,,,,,,,,,,,,,,,,,,,,
2000-11-01,,Croatia,,0.37310979618671924,0.9487179487179487,,,,,,,,,,,,,,,,,,,,
2000-12-01,,Croatia,,0.37310979618671924,0.9487179487179487,,,,,,,,,,,,,,,,,,,,
2001-01-01,,Croatia,,0.3478609197244032,0.9746835443037974,,,,,,,,,,,,,,,,,,,,
2001-02-01,,Croatia,,0.3478609197244032,0.9746835443037974,,,,,,,,,,,,,,,,,,,,
2001-03-01,,Croatia,,0.3478609197244032,0.9746835443037974,,,,,,,,,,,,,,,,,,,,
2001-04-01,,Croatia,,0.3478609197244032,0.9746835443037974,,,,,,,,,,,,,,,,,,,,
2001-05-01,,Croatia,,0.3478609197244032,0.9746835443037974,,,,,,,,,,,,,,,,,,,,
2001-06-01,,Croatia,,0.3478609197244032,0.9746835443037974,,,,,,,,,,,,,,,,,,,,
2001-07-01,,Croatia,,0.3478609197244032,0.9746835443037974,,,,,,,,,,,,,,,,,,,,
2001-08-01,,Croatia,,0.3478609197244032,0.9746835443037974,,,,,,,,,,,,,,,,,,,,
2001-09-01,,Croatia,,0.3478609197244032,0.9746835443037974,,,,,,,,,,,,,,,,,,,,
2001-10-01,,Croatia,,0.3478609197244032,0.9746835443037974,,,,,,,,,,,,,,,,,,,,
2001-11-01,,Croatia,,0.3478609197244032,0.9746835443037974,,,,,,,,,,,,,,,,,,,,
2001-12-01,,Croatia,,0.3478609197244032,0.9746835443037974,,,,,,,,,,,,,,,,,,,,
2002-01-01,,Croatia,,0.32923781757601,0.9183673469387755,,,,,,,,,,,,,,,,,,,,
2002-02-01,,Croatia,,0.32923781757601,0.9183673469387755,,,,,,,,,,,,,,,,,,,,
2002-03-01,,Croatia,,0.32923781757601,0.9183673469387755,,,,,,,,,,,,,,,,,,,,
2002-04-01,,Croatia,,0.32923781757601,0.9183673469387755,,,,,,,,,,,,,,,,,,,,
2002-05-01,,Croatia,,0.32923781757601,0.9183673469387755,,,,,,,,,,,,,,,,,,,,
2002-06-01,,Croatia,,0.32923781757601,0.9183673469387755,,,,,,,,,,,,,,,,,,,,
2002-07-01,,Croatia,,0.32923781757601,0.9183673469387755,,,,,,,,,,,,,,,,,,,,
2002-08-01,,Croatia,,0.32923781757601,0.9183673469387755,,,,,,,,,,,,,,,,,,,,
2002-09-01,,Croatia,,0.32923781757601,0.9183673469387755,,,,,,,,,,,,,,,,,,,,
2002-10-01,,Croatia,,0.32923781757601,0.9183673469387755,,,,,,,,,,,,,,,,,,,,
2002-11-01,,Croatia,,0.32923781757601,0.9183673469387755,,,,,,,,,,,,,,,,,,,,
2002-12-01,,Croatia,,0.32923781757601,0.9183673469387755,,,,,,,,,,,,,,,,,,,,
2003-01-01,,Croatia,,0.2802216066481994,0.9473684210526315,,,,,,,,,,,,,,,,,,,,
2003-02-01,,Croatia,,0.2802216066481994,0.9473684210526315,,,,,,,,,,,,,,,,,,,,
2003-03-01,,Croatia,,0.2802216066481994,0.9473684210526315,,,,,,,,,,,,,,,,,,,,
2003-04-01,,Croatia,,0.2802216066481994,0.9473684210526315,,,,,,,,,,,,,,,,,,,,
2003-05-01,,Croatia,,0.2802216066481994,0.9473684210526315,,,,,,,,,,,,,,,,,,,,
2003-06-01,,Croatia,,0.2802216066481994,0.9473684210526315,,,,,,,,,,,,,,,,,,,,
2003-07-01,,Croatia,,0.2802216066481994,0.9473684210526315,,,,,,,,,,,,,,,,,,,,
2003-08-01,,Croatia,,0.2802216066481994,0.9473684210526315,,,,,,,,,,,,,,,,,,,,
2003-09-01,,Croatia,,0.2802216066481994,0.9473684210526315,,,,,,,,,,,,,,,,,,,,
2003-10-01,,Croatia,,0.2802216066481994,0.9473684210526315,,,,,,,,,,,,,,,,,,,,
2003-11-01,,Croatia,,0.2802216066481994,0.9473684210526315,,,,,,,,,,,,,,,,,,,,
2003-12-01,,Croatia,,0.2802216066481994,0.9473684210526315,,,,,,,,,,,,,,,,,,,,
2004-01-01,86.40904,Croatia,,0.3563705103969754,0.8956521739130435,,,,,,,,,,,,,,,,,,,,
2004-02-01,86.40904,Croatia,,0.3563705103969754,0.8956521739130435,,,,,,,,,,,,,,,,,,,,
2004-03-01,86.40904,Croatia,,0.3563705103969754,0.8956521739130435,,,,,,,,,,,,,,,,,,,,
2004-04-01,86.40904,Croatia,,0.3563705103969754,0.8956521739130435,,,,,,,,,,,,,,,,,,,,
2004-05-01,86.40904,Croatia,,0.3563705103969754,0.8956521739130435,,,,,,,,,,,,,,,,,,,,
2004-06-01,86.40904,Croatia,,0.3563705103969754,0.8956521739130435,,,,,,,,,,,,,,,,,,,,
2004-07-01,86.40904,Croatia,,0.3563705103969754,0.8956521739130435,,,,,,,,,,,,,,,,,,,,
2004-08-01,86.40904,Croatia,,0.3563705103969754,0.8956521739130435,,,,,,,,,,,,,,,,,,,,
2004-09-01,86.40904,Croatia,,0.3563705103969754,0.8956521739130435,,,,,,,,,,,,,,,,,,,,
2004-10-01,86.40904,Croatia,,0.3563705103969754,0.8956521739130435,,,,,,,,,,,,,,,,,,,,
2004-11-01,86.40904,Croatia,,0.3563705103969754,0.8956521739130435,,,,,,,,,,,,,,,,,,,,
2004-12-01,86.40904,Croatia,,0.3563705103969754,0.8956521739130435,,,,,,,,,,,,,,,,,,,,
2005-01-01,88.10025,Croatia,,0.3443272536565468,0.9389312977099237,,,,,,,,,,,,,,,,,,,,
2005-02-01,88.10025,Croatia,,0.3443272536565468,0.9389312977099237,,,,,,,,,,,,,,,,,,,,
2005-03-01,88.10025,Croatia,,0.3443272536565468,0.9389312977099237,,,,,,,,,,,,,,,,,,,,
2005-04-01,88.10025,Croatia,,0.3443272536565468,0.9389312977099237,,,,,,,,,,,,,,,,,,,,
2005-05-01,88.10025,Croatia,,0.3443272536565468,0.9389312977099237,,,,,,,,,,,,,,,,,,,,
2005-06-01,88.10025,Croatia,,0.3443272536565468,0.9389312977099237,,,,,,,,,,,,,,,,,,,,
2005-07-01,88.10025,Croatia,,0.3443272536565468,0.9389312977099237,,,,,,,,,,,,,,,,,,,,
2005-08-01,88.10025,Croatia,,0.3443272536565468,0.9389312977099237,,,,,,,,,,,,,,,,,,,,
2005-09-01,88.10025,Croatia,,0.3443272536565468,0.9389312977099237,,,,,,,,,,,,,,,,,,,,
2005-10-01,88.10025,Croatia,,0.3443272536565468,0.9389312977099237,,,,,,,,,,,,,,,,,,,,
2005-11-01,88.10025,Croatia,,0.3443272536565468,0.9389312977099237,,,,,,,,,,,,,,,,,,,,
2005-12-01,88.10025,Croatia,,0.3443272536565468,0.9389312977099237,,,,,,,,,,,,,,,,,,,,
2006-01-01,91.1409,Croatia,,0.3556622466087487,0.9382716049382716,,,,,,,,,,,,,,,,,,,,
2006-02-01,91.1409,Croatia,,0.3556622466087487,0.9382716049382716,,,,,,,,,,,,,,,,,,,,
2006-03-01,91.1409,Croatia,,0.3556622466087487,0.9382716049382716,,,,,,,,,,,,,,,,,,,,
2006-04-01,91.1409,Croatia,,0.3556622466087487,0.9382716049382716,,,,,,,,,,,,,,,,,,,,
2006-05-01,91.1409,Croatia,,0.3556622466087487,0.9382716049382716,,,,,,,,,,,,,,,,,,,,
2006-06-01,91.1409,Croatia,,0.3556622466087487,0.9382716049382716,,,,,,,,,,,,,,,,,,,,
2006-07-01,91.1409,Croatia,,0.3556622466087487,0.9382716049382716,,,,,,,,,,,,,,,,,,,,
2006-08-01,91.1409,Croatia,,0.3556622466087487,0.9382716049382716,,,,,,,,,,,,,,,,,,,,
2006-09-01,91.1409,Croatia,,0.3556622466087487,0.9382716049382716,,,,,,,,,,,,,,,,,,,,
2006-10-01,91.1409,Croatia,,0.3556622466087487,0.9382716049382716,,,,,,,,,,,,,,,,,,,,
2006-11-01,91.1409,Croatia,,0.3556622466087487,0.9382716049382716,,,,,,,,,,,,,,,,,,,,
2006-12-01,91.1409,Croatia,,0.3556622466087487,0.9382716049382716,,,,,,,,,,,,,,,,,,,,
2007-01-01,94.08517,Croatia,,0.40310650887573957,0.9102564102564102,,,,,,,,,,,,,,,,,,,,
2007-02-01,94.08517,Croatia,,0.40310650887573957,0.9102564102564102,,,,,,,,,,,,,,,,,,,,
2007-03-01,94.08517,Croatia,,0.40310650887573957,0.9102564102564102,,,,,,,,,,,,,,,,,,,,
2007-04-01,94.08517,Croatia,,0.40310650887573957,0.9102564102564102,,,,,,,,,,,,,,,,,,,,
2007-05-01,94.08517,Croatia,,0.40310650887573957,0.9102564102564102,,,,,,,,,,,,,,,,,,,,
2007-06-01,94.08517,Croatia,,0.40310650887573957,0.9102564102564102,,,,,,,,,,,,,,,,,,,,
2007-07-01,94.08517,Croatia,,0.40310650887573957,0.9102564102564102,,,,,,,,,,,,,,,,,,,,
2007-08-01,94.08517,Croatia,,0.40310650887573957,0.9102564102564102,,,,,,,,,,,,,,,,,,,,
2007-09-01,94.08517,Croatia,,0.40310650887573957,0.9102564102564102,,,,,,,,,,,,,,,,,,,,
2007-10-01,94.08517,Croatia,,0.40310650887573957,0.9102564102564102,,,,,,,,,,,,,,,,,,,,
2007-11-01,94.08517,Croatia,,0.40310650887573957,0.9102564102564102,,,,,,,,,,,,,,,,,,,,
2007-12-01,94.08517,Croatia,,0.40310650887573957,0.9102564102564102,,,,,,,,,,,,,,,,,,,,
2008-01-01,97.32737,Croatia,,0.38548347990918913,0.9107981220657277,,,,,,,,,,,,,,,,,,,,
2008-02-01,97.32737,Croatia,,0.38548347990918913,0.9107981220657277,,,,,,,,,,,,,,,,,,,,
2008-03-01,97.32737,Croatia,,0.38548347990918913,0.9107981220657277,,,,,,,,,,,,,,,,,,,,
2008-04-01,97.32737,Croatia,,0.38548347990918913,0.9107981220657277,,,,,,,,,,,,,,,,,,,,
2008-05-01,97.32737,Croatia,,0.38548347990918913,0.9107981220657277,,,,,,,,,,,,,,,,,,,,
2008-06-01,97.32737,Croatia,,0.38548347990918913,0.9107981220657277,,,,,,,,,,,,,,,,,,,,
2008-07-01,97.32737,Croatia,,0.38548347990918913,0.9107981220657277,,,,,,,,,,,,,,,,,,,,
2008-08-01,97.32737,Croatia,,0.38548347990918913,0.9107981220657277,,,,,,,,,,,,,,,,,,,,
2008-09-01,97.32737,Croatia,,0.38548347990918913,0.9107981220657277,,,,,,,,,,,,,,,,,,,,
2008-10-01,97.32737,Croatia,,0.38548347990918913,0.9107981220657277,,,,,,,,,,,,,,,,,,,,
2008-11-01,97.32737,Croatia,,0.38548347990918913,0.9107981220657277,,,,,,,,,,,,,,,,,,,,
2008-12-01,97.32737,Croatia,,0.38548347990918913,0.9107981220657277,,,,,,,,,,,,,,,,,,,,
2009-01-01,100.7974,Croatia,,0.33326122228231475,0.9488372093023256,,,,,,,,,,,,,,,,,,,,
2009-02-01,100.7974,Croatia,,0.33326122228231475,0.9488372093023256,,,,,,,,,,,,,,,,,,,,
2009-03-01,100.7974,Croatia,,0.33326122228231475,0.9488372093023256,,,,,,,,,,,,,,,,,,,,
2009-04-01,100.7974,Croatia,,0.33326122228231475,0.9488372093023256,,,,,,,,,,,,,,,,,,,,
2009-05-01,100.7974,Croatia,,0.33326122228231475,0.9488372093023256,,,,,,,,,,,,,,,,,,,,
2009-06-01,100.7974,Croatia,,0.33326122228231475,0.9488372093023256,,,,,,,,,,,,,,,,,,,,
2009-07-01,100.7974,Croatia,,0.33326122228231475,0.9488372093023256,,,,,,,,,,,,,,,,,,,,
2009-08-01,100.7974,Croatia,,0.33326122228231475,0.9488372093023256,,,,,,,,,,,,,,,,,,,,
2009-09-01,100.7974,Croatia,,0.33326122228231475,0.9488372093023256,,,,,,,,,,,,,,,,,,,,
2009-10-01,100.7974,Croatia,,0.33326122228231475,0.9488372093023256,,,,,,,,,,,,,,,,,,,,
2009-11-01,100.7974,Croatia,,0.33326122228231475,0.9488372093023256,,,,,,,,,,,,,,,,,,,,
2009-12-01,100.7974,Croatia,,0.33326122228231475,0.9488372093023256,,,,,,,,,,,,,,,,,,,,
2010-01-01,101.2794,Croatia,,0.3353576384001287,0.874439461883408,,,,,,,,,,,,,,,,,,,,
2010-02-01,101.2794,Croatia,,0.3353576384001287,0.874439461883408,,,,,,,,,,,,,,,,,,,,
2010-03-01,101.2794,Croatia,,0.3353576384001287,0.874439461883408,,,,,,,,,,,,,,,,,,,,
2010-04-01,101.2794,Croatia,,0.3353576384001287,0.874439461883408,,,,,,,,,,,,,,,,,,,,
2010-05-01,101.2794,Croatia,,0.3353576384001287,0.874439461883408,,,,,,,,,,,,,,,,,,,,
2010-06-01,101.2794,Croatia,,0.3353576384001287,0.874439461883408,,,,,,,,,,,,,,,,,,,,
2010-07-01,101.2794,Croatia,,0.3353576384001287,0.874439461883408,,,,,,,,,,,,,,,,,,,,
2010-08-01,101.2794,Croatia,,0.3353576384001287,0.874439461883408,,,,,,,,,,,,,,,,,,,,
2010-09-01,101.2794,Croatia,,0.3353576384001287,0.874439461883408,,,,,,,,,,,,,,,,,,,,
2010-10-01,101.2794,Croatia,,0.3353576384001287,0.874439461883408,,,,,,,,,,,,,,,,,,,,
2010-11-01,101.2794,Croatia,,0.3353576384001287,0.874439461883408,,,,,,,,,,,,,,,,,,,,
2010-12-01,101.2794,Croatia,,0.3353576384001287,0.874439461883408,,,,,,,,,,,,,,,,,,,,
2011-01-01,101.884,Croatia,,0.36304498269896185,0.8823529411764706,,,,,,,,,,,,,,,,,,,,
2011-02-01,101.884,Croatia,,0.36304498269896185,0.8823529411764706,,,,,,,,,,,,,,,,,,,,
2011-03-01,101.884,Croatia,,0.36304498269896185,0.8823529411764706,,,,,,,,,,,,,,,,,,,,
2011-04-01,101.884,Croatia,,0.36304498269896185,0.8823529411764706,,,,,,,,,,,,,,,,,,,,
2011-05-01,101.884,Croatia,,0.36304498269896185,0.8823529411764706,,,,,,,,,,,,,,,,,,,,
2011-06-01,101.884,Croatia,,0.36304498269896185,0.8823529411764706,,,,,,,,,,,,,,,,,,,,
2011-07-01,101.884,Croatia,7.99,0.36304498269896185,0.8823529411764706,,,,,,,,,,,,,,,,,,,,
2011-08-01,101.884,Croatia,7.99,0.36304498269896185,0.8823529411764706,,,,,,,,,,,,,,,,,,,,
2011-09-01,101.884,Croatia,7.99,0.36304498269896185,0.8823529411764706,,,,,,,,,,,,,,,,,,,,
2011-10-01,101.884,Croatia,7.99,0.36304498269896185,0.8823529411764706,,,,,,,,,,,,,,,,,,,,
2011-11-01,101.884,Croatia,7.99,0.36304498269896185,0.8823529411764706,,,,,,,,,,,,,,,,,,,,
2011-12-01,101.884,Croatia,7.99,0.36304498269896185,0.8823529411764706,,,,,,,,,,,,,,,,,,,,
2012-01-01,102.8654,Croatia,7.99,0.37563400190316054,0.9027355623100304,,,,,,,,,,,,,,,,,,,,
2012-02-01,102.8654,Croatia,7.99,0.37563400190316054,0.9027355623100304,,,,,,,,,,,,,,,,,,,,
2012-03-01,102.8654,Croatia,7.99,0.37563400190316054,0.9027355623100304,,,,,,,,,,,,,,,,,,,,
2012-04-01,102.8654,Croatia,7.99,0.37563400190316054,0.9027355623100304,,,,,,,,,,,,,,,,,,,,
2012-05-01,102.8654,Croatia,7.99,0.37563400190316054,0.9027355623100304,,,,,,,,,,,,,,,,,,,,
2012-06-01,102.8654,Croatia,7.99,0.37563400190316054,0.9027355623100304,,,,,,,,,,,,,,,,,,,,
2012-07-01,102.8654,Croatia,7.99,0.37563400190316054,0.9027355623100304,,,,,,,,,,,,,,,,,,,,
2012-08-01,102.8654,Croatia,7.99,0.37563400190316054,0.9027355623100304,,,,,,,,,,,,,,,,,,,,
2012-09-01,102.8654,Croatia,7.99,0.37563400190316054,0.9027355623100304,,,,,,,,,,,,,,,,,,,,
2012-10-01,102.8654,Croatia,7.99,0.37563400190316054,0.9027355623100304,,,,,,,,,,,,,,,,,,,,
2012-11-01,102.8654,Croatia,7.99,0.37563400190316054,0.9027355623100304,,,,,,,,,,,,,,,,,,,,
2012-12-01,102.8654,Croatia,7.99,0.37563400190316054,0.9027355623100304,,,,,,,,,,,,,,,,,,,,
2013-01-01,103.9345,Croatia,7.99,0.41903453779513666,0.9390581717451524,,,,,,,,,,,,,,,,,,,,
2013-02-01,103.9345,Croatia,7.99,0.41903453779513666,0.9390581717451524,,,,,,,,,,,,,,,,,,,,
2013-03-01,103.9345,Croatia,7.99,0.41903453779513666,0.9390581717451524,,,,,,,,,,,,,,,,,,,,
2013-04-01,103.9345,Croatia,7.99,0.41903453779513666,0.9390581717451524,,,,,,,,,,,,,,,,,,,,
2013-05-01,103.9345,Croatia,7.99,0.41903453779513666,0.9390581717451524,,,,,,,,,,,,,,,,,,,,
2013-06-01,103.9345,Croatia,7.99,0.41903453779513666,0.9390581717451524,,,,,,,,,,,,,,,,,,,,
2013-07-01,103.9345,Croatia,7.99,0.41903453779513666,0.9390581717451524,,,,,,,,,,,,,,,,,,,,
2013-08-01,103.9345,Croatia,7.99,0.41903453779513666,0.9390581717451524,,,,,,,,,,,,,,,,,,,,
2013-09-01,103.9345,Croatia,7.99,0.41903453779513666,0.9390581717451524,,,,,,,,,,,,,,,,,,,,
2013-10-01,103.9345,Croatia,7.99,0.41903453779513666,0.9390581717451524,,,,,,,,,,,,,,,,,,,,
2013-11-01,103.9345,Croatia,7.99,0.41903453779513666,0.9390581717451524,,,,,,,,,,,,,,,,,,,,
2013-12-01,103.9345,Croatia,7.99,0.41903453779513666,0.9390581717451524,,,,,,,,,,,,,,,,,,,,
2014-01-01,104.3901,Croatia,7.99,0.37507330526926985,0.8987951807228916,,,,,,,,,,,,,,,,,,,,
2014-02-01,104.3901,Croatia,7.99,0.37507330526926985,0.8987951807228916,,,,,,,,,,,,,,,,,,,,
2014-03-01,104.3901,Croatia,7.99,0.37507330526926985,0.8987951807228916,,,,,,,,,,,,,,,,,,,,
2014-04-01,104.3901,Croatia,7.99,0.37507330526926985,0.8987951807228916,,,,,,,,,,,,,,,,,,,,
2014-05-01,104.3901,Croatia,7.99,0.37507330526926985,0.8987951807228916,,,,,,,,,,,,,,,,,,,,
2014-06-01,104.3901,Croatia,7.99,0.37507330526926985,0.8987951807228916,,,,,,,,,,,,,,,,,,,,
2014-07-01,104.3901,Croatia,7.99,0.37507330526926985,0.8987951807228916,,,,,,,,,,,,,,,,,,,,
2014-08-01,104.3901,Croatia,7.99,0.37507330526926985,0.8987951807228916,,,,,,,,,,,,,,,,,,,,
2014-09-01,104.3901,Croatia,7.99,0.37507330526926985,0.8987951807228916,,,,,,,,,,,,,,,,,,,,
2014-10-01,104.3901,Croatia,17.98,0.37507330526926985,0.8987951807228916,,,,,,,,,,,,,,,,,,,,
2014-11-01,104.3901,Croatia,17.98,0.37507330526926985,0.8987951807228916,,,,,,,,,,,,,,,,,,,,
2014-12-01,104.3901,Croatia,17.98,0.37507330526926985,0.8987951807228916,,,,,,,,,,,,,,,,,,,,
2015-01-01,105.1525,Croatia,17.98,0.3876217289958603,0.9535962877030162,,,,,,,,,,,,,,,,,,,,
2015-02-01,105.1525,Croatia,17.98,0.3876217289958603,0.9535962877030162,,,,,,,,,,,,,,,,,,,,
2015-03-01,105.1525,Croatia,17.98,0.3876217289958603,0.9535962877030162,,,,,,,,,,,,,,,,,,,,
2015-04-01,105.1525,Croatia,17.98,0.3876217289958603,0.9535962877030162,,,,,,,,,,,,,,,,,,,,
2015-05-01,105.1525,Croatia,17.98,0.3876217289958603,0.9535962877030162,,,,,,,,,,,,,,,,,,,,
2015-06-01,105.1525,Croatia,17.98,0.3876217289958603,0.9535962877030162,,,,,,,,,,,,,,,,,,,,
2015-07-01,105.1525,Croatia,17.98,0.3876217289958603,0.9535962877030162,,,,,,,,,,,,,,,,,,,,
2015-08-01,105.1525,Croatia,17.98,0.3876217289958603,0.9535962877030162,,,,,,,,,,,,,,,,,,,,
2015-09-01,105.1525,Croatia,17.98,0.3876217289958603,0.9535962877030162,,,,,,,,,,,,,,,,,,,,
2015-10-01,105.1525,Croatia,29.97,0.3876217289958603,0.9535962877030162,,,,,,,,,,,,,,,,,,,,
2015-11-01,105.1525,Croatia,29.97,0.3876217289958603,0.9535962877030162,,,,,,,,,,,,,,,,,,,,
2015-12-01,105.1525,Croatia,29.97,0.3876217289958603,0.9535962877030162,,,,,,,,,,,,,,,,,,,,
2016-01-01,105.3014,Croatia,29.97,0.3846877869605142,0.9515151515151515,,,,,,,,,,,,,,,,,,,,
2016-02-01,105.3014,Croatia,29.97,0.3846877869605142,0.9515151515151515,,,,,,,,,,,,,,,,,,,,
2016-03-01,105.3014,Croatia,29.97,0.3846877869605142,0.9515151515151515,,,,,,,,,,,,,,,,,,,,
2016-04-01,105.3014,Croatia,38.96,0.3846877869605142,0.9515151515151515,,,,,,,,,,,,,,,,,,,,
2016-05-01,105.3014,Croatia,38.96,0.3846877869605142,0.9515151515151515,,,,,,,,,,,,,,,,,,,,
2016-06-01,105.3014,Croatia,38.96,0.3846877869605142,0.9515151515151515,,,,,,,,,,,,,,,,,,,,
2016-07-01,105.3014,Croatia,38.96,0.3846877869605142,0.9515151515151515,,,,,,,,,,,,,,,,,,,,
2016-08-01,105.3014,Croatia,38.96,0.3846877869605142,0.9515151515151515,,,,,,,,,,,,,,,,,,,,
2016-09-01,105.3014,Croatia,38.96,0.3846877869605142,0.9515151515151515,,,,,,,,,,,,,,,,,,,,
2016-10-01,105.3014,Croatia,44.95,0.3846877869605142,0.9515151515151515,,,,,,,,,,,,,,,,,,,,
2016-11-01,105.3014,Croatia,44.95,0.3846877869605142,0.9515151515151515,,,,,,,,,,,,,,,,,,,,
2016-12-01,105.3014,Croatia,44.95,0.3846877869605142,0.9515151515151515,,,,,,,,,,,,,,,,,,,,
2017-01-01,106.0463,Croatia,44.95,0.4011646365011977,0.9484173505275498,,,,,,,,,,,,,,,,,,,,
2017-02-01,106.0463,Croatia,44.95,0.4011646365011977,0.9484173505275498,,,,,,,,,,,,,,,,,,,,
2017-03-01,106.0463,Croatia,44.95,0.4011646365011977,0.9484173505275498,,,,,,,,,,,,,,,,,,,,
2017-04-01,106.0463,Croatia,44.95,0.4011646365011977,0.9484173505275498,,,,,,,,,,,,,,,,,,,,
2017-05-01,106.0463,Croatia,44.95,0.4011646365011977,0.9484173505275498,,,,,,,,,,,,,,,,,,,,
2017-06-01,106.0463,Croatia,44.95,0.4011646365011977,0.9484173505275498,,,,,,,,,,,,,,,,,,,,
2017-07-01,106.0463,Croatia,44.95,0.4011646365011977,0.9484173505275498,,,,,,,,,,,,,,,,,,,,
2017-08-01,106.0463,Croatia,44.95,0.4011646365011977,0.9484173505275498,,,,,,,,,,,,,,,,,,,,
2017-09-01,106.0463,Croatia,44.95,0.4011646365011977,0.9484173505275498,,,,,,,,,,,,,,,,,,,,
2017-10-01,106.0463,Croatia,44.95,0.4011646365011977,0.9484173505275498,,,,,,,,,,,,,,,,,,,,
2017-11-01,106.0463,Croatia,44.95,0.4011646365011977,0.9484173505275498,,,,,,,,,,,,,,,,,,,,
2017-12-01,106.0463,Croatia,44.95,0.4011646365011977,0.9484173505275498,,,,,,,,,,,,,,,,,,,,
2018-01-01,106.9576,Croatia,44.95,0.41241528881208095,0.9565667011375388,,,,,,,,,,,,,,,,,,,,
2018-02-01,106.9576,Croatia,44.95,0.41241528881208095,0.9565667011375388,,,,,,,,,,,,,,,,,,,,
2018-03-01,106.9576,Croatia,44.95,0.41241528881208095,0.9565667011375388,,,,,,,,,,,,,,,,,,,,
2018-04-01,106.9576,Croatia,44.95,0.41241528881208095,0.9565667011375388,,,,,,,,,,,,,,,,,,,,
2018-05-01,106.9576,Croatia,44.95,0.41241528881208095,0.9565667011375388,,,,,,,,,,,,,,,,,,,,
2018-06-01,106.9576,Croatia,44.95,0.41241528881208095,0.9565667011375388,,,,,,,,,,,,,,,,,,,,
2018-07-01,106.9576,Croatia,44.95,0.41241528881208095,0.9565667011375388,,,,,,,,,,,,,,,,,,,,
2018-08-01,106.9576,Croatia,44.95,0.41241528881208095,0.9565667011375388,,,,,,,,,,,,,,,,,,,,
2018-09-01,106.9576,Croatia,44.95,0.41241528881208095,0.9565667011375388,,,,,,,,,,,,,,,,,,,,
2018-10-01,106.9576,Croatia,44.95,0.41241528881208095,0.9565667011375388,,,,,,,,,,,,,,,,,,,,
2018-11-01,106.9576,Croatia,44.95,0.41241528881208095,0.9565667011375388,,,,,,,,,,,,,,,,,,,,
2018-12-01,106.9576,Croatia,44.95,0.41241528881208095,0.9565667011375388,,,,,,,,,,,,,,,,,,,,
2019-01-01,107.9302,Croatia,45.95,0.39272888515484605,0.9594202898550724,,,,,,,,,,,,,,,,,,,,
2019-02-01,107.9302,Croatia,45.95,0.39272888515484605,0.9594202898550724,,,,,,,,,,,,,,,,,,,,
2019-03-01,107.9302,Croatia,45.95,0.39272888515484605,0.9594202898550724,,,,,,,,,,,,,,,,,,,,
2019-04-01,107.9302,Croatia,45.95,0.39272888515484605,0.9594202898550724,,,,,,,,,,,,,,,,,,,,
2019-05-01,107.9302,Croatia,45.95,0.39272888515484605,0.9594202898550724,,,,,,,,,,,,,,,,,,,,
2019-06-01,107.9302,Croatia,45.95,0.39272888515484605,0.9594202898550724,,,,,,,,,,,,,,,,,,,,
2019-07-01,107.9302,Croatia,45.95,0.39272888515484605,0.9594202898550724,,,,,,,,,,,,,,,,,,,,
