Unnamed: 0,Advanced Economies,Austria,Belgium,Bangladesh,Bulgaria,Bosnia and Herzegovina,Belarus,Brazil,Barbados,Canada,Chile,China,Colombia,Costa Rica,Cyprus,Czech Republic,Germany,Denmark,EMDE East Asia & Pacific,EMDE Europe & Central Asia,Ecuador,"Egypt, Arab Rep.",Emerging Market and Developing Economies (EMDEs),Spain,Estonia,Finland,France,United Kingdom,Greece,Guatemala,High Income Countries,Honduras,Croatia,Hungary,Indonesia,India,Ireland,Iceland,Israel,Italy,Jordan,Japan,Kazakhstan,"Korea, Rep.",EMDE Latin America & Caribbean,Low-Income Countries (LIC),Sri Lanka,Lithuania,Luxembourg,Latvia,"Moldova, Rep.",Mexico,Middle-Income Countries (MIC),North Macedonia,Malta,Montenegro,Mongolia,EMDE Middle East & N. Africa,Malawi,Malaysia,Nicaragua,Netherlands,Norway,Pakistan,Peru,Philippines,Poland,Portugal,Paraguay,Romania,Russian Federation,EMDE South Asia,Singapore,El Salvador,Serbia,EMDE Sub-Saharan Africa,Slovakia,Slovenia,Sweden,Thailand,Tunisia,Turkey,Uganda,Ukraine,Uruguay,United States,Viet Nam,World (WBG members),South Africa
2010.0,9070000000000.0,106000000000.0,104000000000.0,30900000000.0,12400000000.0,3970000000.0,23500000000.0,520000000000.0,417000000.0,221000000000.0,74600000000.0,2990000000000.0,91900000000.0,9010000000.0,3080000000.0,73500000000.0,965000000000.0,65800000000.0,3690000000000.0,1080000000000.0,25400000000.0,80400000000.0,6770000000000.0,334000000000.0,5320000000.0,67800000000.0,360000000000.0,462000000000.0,22300000000.0,11500000000.0,9410000000000.0,4160000000.0,12100000000.0,34700000000.0,329000000000.0,528000000000.0,67200000000.0,6010000000.0,40800000000.0,477000000000.0,7120000000.0,1660000000000.0,64000000000.0,409000000000.0,1170000000000.0,9460000000.0,17700000000.0,10500000000.0,6390000000.0,5190000000.0,1480000000.0,346000000000.0,6420000000000.0,1960000000.0,1690000000.0,684000000.0,3060000000.0,101000000000.0,1890000000.0,102000000000.0,2090000000.0,167000000000.0,146000000000.0,34500000000.0,57500000000.0,65700000000.0,148000000000.0,47700000000.0,9720000000.0,68000000000.0,470000000000.0,612000000000.0,70300000000.0,4630000000.0,10600000000.0,116000000000.0,30000000000.0,14000000000.0,126000000000.0,151000000000.0,13300000000.0,208000000000.0,7570000000.0,37500000000.0,10600000000.0,2990000000000.0,47500000000.0,15800000000000.0,107000000000.0
2011.0,9240000000000.0,113000000000.0,109000000000.0,36200000000.0,13100000000.0,4070000000.0,48700000000.0,523000000000.0,401000000.0,232000000000.0,77100000000.0,3400000000000.0,96200000000.0,9360000000.0,2870000000.0,77800000000.0,1040000000000.0,67200000000.0,4110000000000.0,1190000000000.0,26700000000.0,76600000000.0,7350000000000.0,329000000000.0,6370000000.0,69100000000.0,370000000000.0,440000000000.0,21000000000.0,11800000000.0,9590000000000.0,4610000000.0,11900000000.0,36700000000.0,342000000000.0,554000000000.0,66900000000.0,6730000000.0,42000000000.0,480000000000.0,7090000000.0,1610000000000.0,66200000000.0,433000000000.0,1190000000000.0,9910000000.0,19000000000.0,11300000000.0,6500000000.0,5650000000.0,1630000000.0,357000000000.0,6980000000000.0,2100000000.0,1690000000.0,618000000.0,1900000000.0,96200000000.0,2110000000.0,104000000000.0,2220000000.0,167000000000.0,140000000000.0,35400000000.0,60800000000.0,66500000000.0,159000000000.0,47000000000.0,10100000000.0,73500000000.0,493000000000.0,644000000000.0,75900000000.0,4850000000.0,10900000000.0,120000000000.0,31900000000.0,14200000000.0,130000000000.0,145000000000.0,12500000000.0,240000000000.0,7800000000.0,40500000000.0,10700000000.0,3080000000000.0,51900000000.0,16600000000000.0,110000000000.0
2012.0,9280000000000.0,115000000000.0,107000000000.0,39600000000.0,13000000000.0,3910000000.0,86700000000.0,510000000000.0,382000000.0,232000000000.0,79800000000.0,3740000000000.0,96000000000.0,9760000000.0,2580000000.0,77100000000.0,1030000000000.0,67800000000.0,4480000000000.0,1260000000000.0,28100000000.0,80000000000.0,7810000000000.0,308000000000.0,6470000000.0,67600000000.0,361000000000.0,443000000000.0,20500000000.0,12200000000.0,9640000000000.0,4770000000.0,11300000000.0,36200000000.0,356000000000.0,558000000000.0,65800000000.0,7050000000.0,43600000000.0,453000000000.0,7110000000.0,1610000000000.0,66600000000.0,441000000000.0,1200000000000.0,9960000000.0,19300000000.0,11700000000.0,6140000000.0,6000000000.0,1590000000.0,369000000000.0,7440000000000.0,2040000000.0,1780000000.0,571000000.0,2150000000.0,100000000000.0,1870000000.0,109000000000.0,2280000000.0,166000000000.0,144000000000.0,36000000000.0,60200000000.0,71700000000.0,161000000000.0,44300000000.0,10100000000.0,75700000000.0,509000000000.0,652000000000.0,76100000000.0,4920000000.0,10600000000.0,122000000000.0,32900000000.0,14100000000.0,125000000000.0,155000000000.0,12900000000.0,250000000000.0,8090000000.0,40200000000.0,11300000000.0,3170000000000.0,52300000000.0,17100000000000.0,112000000000.0
2013.0,9330000000000.0,115000000000.0,107000000000.0,42700000000.0,13100000000.0,4080000000.0,85300000000.0,521000000000.0,384000000.0,236000000000.0,82700000000.0,4100000000000.0,94700000000.0,9970000000.0,2230000000.0,77100000000.0,1030000000000.0,66900000000.0,4860000000000.0,1290000000000.0,29400000000.0,76600000000.0,8250000000000.0,303000000000.0,6730000000.0,65500000000.0,360000000000.0,451000000000.0,19900000000.0,12700000000.0,9710000000000.0,4790000000.0,11100000000.0,36700000000.0,378000000000.0,568000000000.0,64400000000.0,6760000000.0,42900000000.0,439000000000.0,7220000000.0,1620000000000.0,67400000000.0,443000000000.0,1220000000000.0,10100000000.0,19200000000.0,12100000000.0,5900000000.0,5980000000.0,1700000000.0,368000000000.0,7860000000000.0,2110000000.0,1700000000.0,632000000.0,2260000000.0,96900000000.0,1810000000.0,112000000000.0,2280000000.0,167000000000.0,137000000000.0,38500000000.0,63100000000.0,73900000000.0,165000000000.0,44500000000.0,11700000000.0,81500000000.0,513000000000.0,669000000000.0,77300000000.0,4920000000.0,11200000000.0,124000000000.0,33500000000.0,14000000000.0,120000000000.0,158000000000.0,13100000000.0,267000000000.0,8320000000.0,38500000000.0,11800000000.0,3240000000000.0,34200000000.0,17600000000000.0,113000000000.0
2014.0,9510000000000.0,115000000000.0,109000000000.0,46400000000.0,13300000000.0,4080000000.0,94800000000.0,506000000000.0,,247000000000.0,82900000000.0,4440000000000.0,96300000000.0,10300000000.0,2230000000.0,81000000000.0,1050000000000.0,67700000000.0,5230000000000.0,1330000000000.0,29900000000.0,78200000000.0,8700000000000.0,307000000000.0,7030000000.0,64300000000.0,357000000000.0,461000000000.0,19500000000.0,13100000000.0,9900000000000.0,4870000000.0,11200000000.0,39200000000.0,396000000000.0,594000000000.0,77800000000.0,6810000000.0,43600000000.0,436000000000.0,7340000000.0,1650000000000.0,67600000000.0,446000000000.0,1210000000000.0,11200000000.0,20300000000.0,12100000000.0,6250000000.0,5930000000.0,1830000000.0,378000000000.0,8300000000000.0,2210000000.0,1590000000.0,559000000.0,2350000000.0,98500000000.0,1970000000.0,118000000000.0,2470000000.0,162000000000.0,141000000000.0,39700000000.0,60900000000.0,87300000000.0,170000000000.0,45100000000.0,12300000000.0,86600000000.0,525000000000.0,700000000000.0,79400000000.0,5060000000.0,10500000000.0,125000000000.0,34400000000.0,14300000000.0,118000000000.0,153000000000.0,12900000000.0,283000000000.0,9190000000.0,34200000000.0,11900000000.0,3330000000000.0,37700000000.0,18200000000000.0,114000000000.0
2015.0,9530000000000.0,118000000000.0,107000000000.0,52500000000.0,13700000000.0,4200000000.0,104000000000.0,464000000000.0,,246000000000.0,83200000000.0,4710000000000.0,98400000000.0,10900000000.0,2230000000.0,84700000000.0,1060000000000.0,68200000000.0,5520000000000.0,1360000000000.0,28900000000.0,78200000000.0,9010000000000.0,317000000000.0,7040000000.0,63600000000.0,362000000000.0,482000000000.0,19700000000.0,13500000000.0,9940000000000.0,5040000000.0,11500000000.0,42000000000.0,414000000000.0,609000000000.0,109000000000.0,7470000000.0,44200000000.0,441000000000.0,7410000000.0,1630000000000.0,66500000000.0,444000000000.0,1180000000000.0,10700000000.0,22200000000.0,12600000000.0,6180000000.0,6130000000.0,1860000000.0,385000000000.0,8590000000000.0,2310000000.0,1590000000.0,605000000.0,2810000000.0,98200000000.0,1420000000.0,121000000000.0,2500000000.0,160000000000.0,142000000000.0,41200000000.0,59800000000.0,79600000000.0,178000000000.0,46000000000.0,12500000000.0,88900000000.0,514000000000.0,725000000000.0,75500000000.0,5160000000.0,11400000000.0,124000000000.0,37400000000.0,15100000000.0,120000000000.0,154000000000.0,12600000000.0,299000000000.0,9270000000.0,30000000000.0,12300000000.0,3290000000000.0,42600000000.0,18500000000000.0,114000000000.0
2016.0,9530000000000.0,121000000000.0,112000000000.0,58400000000.0,14000000000.0,4370000000.0,115000000000.0,433000000000.0,,246000000000.0,82100000000.0,4990000000000.0,102000000000.0,11400000000.0,2460000000.0,87200000000.0,1060000000000.0,71100000000.0,5850000000000.0,1400000000000.0,28700000000.0,77400000000.0,9390000000000.0,323000000000.0,7240000000.0,66300000000.0,363000000000.0,482000000000.0,20200000000.0,14000000000.0,9940000000000.0,5180000000.0,12100000000.0,42200000000.0,431000000000.0,640000000000.0,113000000000.0,6800000000.0,44500000000.0,450000000000.0,7250000000.0,1640000000000.0,64900000000.0,452000000000.0,1150000000000.0,11400000000.0,22900000000.0,12900000000.0,6210000000.0,6410000000.0,1940000000.0,386000000000.0,8970000000000.0,2390000000.0,1470000000.0,588000000.0,3640000000.0,97100000000.0,,126000000000.0,2600000000.0,162000000000.0,140000000000.0,41800000000.0,59000000000.0,90000000000.0,183000000000.0,47100000000.0,13000000000.0,91700000000.0,526000000000.0,764000000000.0,78200000000.0,5210000000.0,11900000000.0,126000000000.0,38700000000.0,16100000000.0,123000000000.0,155000000000.0,12500000000.0,310000000000.0,9750000000.0,31100000000.0,12300000000.0,3220000000000.0,52300000000.0,18900000000000.0,114000000000.0
2017.0,9750000000000.0,127000000000.0,116000000000.0,67100000000.0,14600000000.0,4530000000.0,132000000000.0,446000000000.0,,258000000000.0,81600000000.0,5320000000000.0,102000000000.0,11700000000.0,2660000000.0,93100000000.0,1100000000000.0,72600000000.0,6200000000000.0,1490000000000.0,26000000000.0,82900000000.0,9880000000000.0,333000000000.0,7530000000.0,68600000000.0,371000000000.0,484000000000.0,21000000000.0,,10200000000000.0,5380000000.0,12300000000.0,44500000000.0,451000000000.0,663000000000.0,110000000000.0,6850000000.0,45300000000.0,467000000000.0,7200000000.0,1680000000000.0,70300000000.0,466000000000.0,1170000000000.0,12000000000.0,23500000000.0,13800000000.0,6330000000.0,6970000000.0,2000000000.0,389000000000.0,9440000000000.0,2400000000.0,1600000000.0,562000000.0,4310000000.0,102000000000.0,,132000000000.0,,164000000000.0,143000000000.0,44100000000.0,59000000000.0,100000000000.0,196000000000.0,49000000000.0,13600000000.0,99500000000.0,542000000000.0,798000000000.0,86400000000.0,5290000000.0,12300000000.0,126000000000.0,40200000000.0,17300000000.0,129000000000.0,157000000000.0,12400000000.0,337000000000.0,10400000000.0,31600000000.0,10900000000.0,3260000000000.0,34300000000.0,19600000000000.0,114000000000.0
2018.0,9940000000000.0,133000000000.0,117000000000.0,76900000000.0,14600000000.0,4610000000.0,155000000000.0,449000000000.0,,268000000000.0,84600000000.0,5650000000000.0,105000000000.0,12000000000.0,2850000000.0,96000000000.0,1110000000000.0,74300000000.0,6570000000000.0,1560000000000.0,27300000000.0,85600000000.0,10400000000000.0,334000000000.0,7890000000.0,70800000000.0,374000000000.0,499000000000.0,21400000000.0,,10400000000000.0,5620000000.0,12200000000.0,46300000000.0,469000000000.0,697000000000.0,105000000000.0,,46300000000.0,470000000000.0,6760000000.0,1680000000000.0,72400000000.0,473000000000.0,1180000000000.0,12900000000.0,23700000000.0,14600000000.0,6330000000.0,7120000000.0,2080000000.0,389000000000.0,9930000000000.0,2520000000.0,1620000000.0,690000000.0,4850000000.0,105000000000.0,,136000000000.0,,165000000000.0,145000000000.0,45700000000.0,62400000000.0,107000000000.0,207000000000.0,49000000000.0,14100000000.0,104000000000.0,567000000000.0,843000000000.0,92400000000.0,5290000000.0,12500000000.0,127000000000.0,42700000000.0,18200000000.0,133000000000.0,165000000000.0,12300000000.0,342000000000.0,11200000000.0,32500000000.0,12100000000.0,3360000000000.0,38100000000.0,20300000000000.0,115000000000.0
2019.0,9860000000000.0,133000000000.0,122000000000.0,83400000000.0,14700000000.0,4350000000.0,160000000000.0,444000000000.0,,268000000000.0,84000000000.0,5980000000000.0,106000000000.0,12200000000.0,2950000000.0,95700000000.0,1070000000000.0,76500000000.0,6910000000000.0,1600000000000.0,29200000000.0,87100000000.0,10800000000000.0,336000000000.0,8450000000.0,72000000000.0,376000000000.0,508000000000.0,21200000000.0,,10300000000000.0,5730000000.0,12300000000.0,48800000000.0,488000000000.0,702000000000.0,112000000000.0,,47800000000.0,465000000000.0,6730000000.0,1640000000000.0,73800000000.0,472000000000.0,1180000000000.0,13100000000.0,24000000000.0,15100000000.0,6120000000.0,7160000000.0,2120000000.0,383000000000.0,10300000000000.0,2630000000.0,1650000000.0,645000000.0,5800000000.0,106000000000.0,,139000000000.0,,163000000000.0,137000000000.0,46500000000.0,61200000000.0,97800000000.0,216000000000.0,47900000000.0,14100000000.0,101000000000.0,590000000000.0,856000000000.0,90900000000.0,5450000000.0,12500000000.0,126000000000.0,43000000000.0,18800000000.0,136000000000.0,158000000000.0,11900000000.0,340000000000.0,11300000000.0,32400000000.0,11900000000.0,3340000000000.0,40600000000.0,20600000000000.0,113000000000.0
