Unnamed: 0,Advanced Economies,Argentina,Australia,Austria,Belgium,Bulgaria,Bahrain,Belarus,Brazil,Canada,Switzerland,Chile,Colombia,Cyprus,Czech Republic,Germany,Denmark,Dominican Republic,Algeria,EMDE East Asia & Pacific,EMDE Europe & Central Asia,Ecuador,"Egypt, Arab Rep.",Emerging Market and Developing Economies (EMDEs),Spain,Estonia,Finland,France,United Kingdom,Greece,High Income Countries,"Hong Kong SAR, China",Croatia,Hungary,Ireland,Iceland,Israel,Italy,Japan,"Korea, Rep.",EMDE Latin America & Caribbean,Low-Income Countries (LIC),Sri Lanka,Lithuania,Luxembourg,Latvia,Morocco,Mexico,Middle-Income Countries (MIC),North Macedonia,Malta,EMDE Middle East & N. Africa,Netherlands,Norway,New Zealand,Pakistan,Peru,Philippines,Poland,Portugal,Romania,Russian Federation,EMDE South Asia,Saudi Arabia,Singapore,EMDE Sub-Saharan Africa,Slovakia,Slovenia,Sweden,Thailand,Tunisia,Turkey,"Taiwan, China",Uruguay,United States,"Venezuela, RB",Viet Nam,World (WBG members),South Africa
1997M08,7.144593,,8.389385,7.136262,9.301315,14.6,,,,8.9,5.291244,,,,4.9,8.670385,,,28.0,,10.82711,,,,18.3,9.9,12.46914,10.30741,6.8,,7.251916,2.111797,,,9.6,,,,3.399334,,,,10.5,6.0,3.016792,,,,,,,,,4.0,6.949715,6.12,,9.4,11.2,7.51673,7.8,11.13601,6.6052,,1.4,,12.92,14.6,10.46118,,,,2.6,11.9,4.8,,,,
1997M09,7.175804,,8.089227,7.181755,9.396394,14.35,,,,8.8,5.200102,,,,5.0,8.686168,,,28.0,,10.84882,,,,18.3,9.9,12.46152,10.26296,6.7,,7.270991,2.155297,,,9.4,,10.0,,3.506629,,,,10.5,6.1,2.978459,,,,,,,,,3.9,6.962719,6.12,,9.4,10.9,7.431054,8.0,11.23216,6.6052,,1.4,,13.37,14.5,10.09661,,,,2.6,11.8,4.9,,,,
1997M10,7.069094,,8.037504,7.240503,9.280537,14.05,,,,8.9,5.016889,,,,5.2,8.711942,,,28.0,,10.84693,,,,18.0,9.8,12.37911,10.16667,6.6,,7.170368,2.225265,,,9.2,,,,3.511011,,,,10.5,6.2,2.960901,,,,,,,,,3.7,6.898896,6.12,,8.7,10.7,7.279267,8.3,11.25634,6.6052,,1.5,,13.53,14.4,10.02695,,,,2.5,11.5,4.7,,,,
1997M11,6.995016,,7.992183,7.089522,9.239946,13.71,,,,8.9,4.869263,,,,5.4,8.698259,,,28.0,,10.79013,,,,17.8,9.8,12.31868,10.1,6.5,,7.102742,2.235664,,,9.0,,,,3.533097,,,,10.5,6.3,2.901177,,,,,,,,,3.7,6.975841,6.12,,8.7,10.6,7.101968,8.6,11.17567,6.6052,,1.5,,12.98,14.4,9.651865,,,,2.6,10.8,4.6,,,,
1997M12,6.977894,,7.923741,7.041256,9.278068,13.61,,,,8.5,4.73783,,,,5.7,8.691439,,,28.0,,10.70842,,,,17.6,9.8,12.46133,10.03333,6.4,,7.081947,2.309142,,,8.8,,9.7,,3.485335,,,,10.5,6.6,2.894752,,,,,,,,,3.6,7.092568,6.12,,8.7,10.4,6.890251,8.8,11.08671,6.6052,,1.5,,12.31,14.5,9.56424,,,,2.7,10.6,4.7,,,,
1998M01,6.930777,,7.867501,7.000297,9.428623,13.5,,,,8.8,4.613498,,,,5.7,8.562337,,,28.0,,10.65596,,,,17.1,9.7,11.97956,9.951852,6.4,,7.026798,2.358731,,,8.6,,,,3.627965,,,,9.2,6.8,2.914473,,,,,,,,,3.6,7.244732,5.89,,9.3,10.2,6.617426,8.7,11.08149,6.256669,,1.7,,12.73,14.6,9.505674,,,,2.6,10.4,4.6,,,,
1998M02,6.884177,,7.745031,7.074346,9.380409,13.47,,,,8.6,4.48283,,,,5.6,8.52354,,,28.0,,10.71156,,,,16.7,9.7,12.07208,9.896296,6.4,,6.975162,2.85985,,,8.3,,,,3.644284,,,,9.2,6.7,2.905221,,,,,,,,,3.5,7.41606,5.89,,9.3,10.0,6.370004,8.7,11.21712,6.256669,,1.7,,12.88,14.6,9.115318,,,,2.6,10.4,4.6,,,,
1998M03,6.935293,,7.843749,7.18357,9.451058,12.86,,,,8.4,4.346939,,,,6.0,8.447913,,,28.0,,10.8638,,,,16.7,9.7,12.36925,9.851852,6.3,,7.018466,3.37831,,,8.1,,10.8,,3.834603,,,,9.2,6.8,2.830179,,,,,,,,,3.5,7.55854,5.89,,9.3,9.9,6.100793,8.8,11.48266,6.256669,,1.7,,12.95,14.6,9.017294,,,,2.4,10.1,4.7,,,,
1998M04,6.794944,,7.59529,7.184832,9.42946,12.39,,,,8.3,4.186298,,,,5.8,8.368587,,,28.0,,10.9937,,,,16.6,9.7,11.91325,9.833333,6.3,,6.888424,3.62274,,,7.9,,,,4.094726,,,,9.2,6.5,2.82001,,,,,,,,,3.7,7.774468,5.89,,10.6,9.8,5.691488,8.9,11.70867,6.256669,,1.9,,13.22,14.4,9.164815,,,,2.5,10.2,4.3,,,,
1998M05,6.830746,,7.700297,7.262582,9.446069,12.01,,,,8.3,4.017669,,,,5.9,8.259638,,,28.0,,10.8939,,,,16.6,9.7,12.42135,9.8,6.3,,6.92269,3.913631,,,7.8,,,,4.124777,,,,9.2,6.3,2.783769,,,,,,,,,3.5,7.843938,5.89,,10.6,9.8,5.480976,9.0,11.56757,6.256669,,1.9,,13.36,14.6,9.166759,,,,2.6,10.0,4.4,,,,
