Unnamed: 0,Advanced Economies,Argentina,Australia,Austria,Belgium,Bulgaria,Brazil,Canada,Chile,China,Czech Republic,Germany,Denmark,Algeria,EMDE East Asia & Pacific,EMDE Europe & Central Asia,Emerging Market and Developing Economies (EMDEs),Spain,Estonia,Finland,France,United Kingdom,High Income Countries,"Hong Kong SAR, China",Hungary,Indonesia,Ireland,Israel,Italy,Jordan,Japan,Kazakhstan,"Korea, Rep.",EMDE Latin America & Caribbean,Low-Income Countries (LIC),Mexico,Middle-Income Countries (MIC),EMDE Middle East & N. Africa,Malaysia,Netherlands,Norway,New Zealand,Peru,Philippines,Poland,Russian Federation,EMDE South Asia,Singapore,EMDE Sub-Saharan Africa,Slovakia,Thailand,Turkey,"Taiwan, China",United States,Viet Nam,World (WBG members),South Africa
2014.0,9999042.0,58600.79,211033.8,175672.1,393610.4,6203.528,200998.2,447100.8,65162.35,1627842.0,154700.1,1198347.0,96040.79,50698.32,2384695.0,1003572.0,4278192.0,341501.4,16928.45,74602.49,668019.0,649957.4,10396856.0,455998.1,112595.0,164193.0,85584.64,63226.99,434292.9,14266.57,756935.0,42138.54,497452.7,720513.1,,359135.1,3880377.0,64964.89,186148.6,532256.8,83548.56,39646.61,36616.66,63133.7,220057.2,288252.2,,353535.1,104447.1,83921.11,203334.1,334325.8,266544.5,2185130.0,140043.0,14277234.0,104447.1
2015.0,10458175.0,60512.16,220309.2,184479.0,413562.7,4155.977,170528.2,436461.1,64395.68,1593065.0,171449.0,1285751.0,100961.8,54274.11,2377563.0,1037758.0,4291835.0,363335.1,16718.55,74659.47,710910.1,672468.9,10873992.0,439764.4,119594.2,151734.7,93907.3,68199.57,467345.7,14099.46,778780.2,41245.83,523646.9,699708.2,,367558.2,3876018.0,68373.57,188423.5,536762.3,86125.4,41466.59,36714.03,72351.46,231826.6,211901.9,,357734.7,108432.6,92848.07,200143.6,429033.3,269031.4,2320528.0,171844.5,14750010.0,108432.6
2016.0,10676609.0,62434.37,217263.2,196837.3,385673.1,3406.141,150895.0,432530.7,65198.56,1646497.0,179672.3,1338061.0,104536.1,52101.76,2468721.0,1139153.0,4452702.0,373416.7,17648.8,77817.63,756724.4,699135.8,11114968.0,441899.2,125548.2,150158.7,106750.5,74881.62,486122.9,12804.84,784368.8,49552.47,521805.8,677438.2,,363356.2,4014343.0,64906.6,189299.4,556860.8,87031.65,42770.48,35554.16,88768.07,247611.7,214596.6,,359831.8,102483.1,100381.9,198775.0,498437.9,272812.8,2334587.0,195222.5,15129311.0,102483.1
2017.0,11165343.0,71622.92,244781.7,207650.0,380268.1,3057.289,164553.9,451525.6,68586.74,1802169.0,193519.6,1395918.0,107723.8,47523.39,2737667.0,1372332.0,5001334.0,393692.5,18466.22,82432.9,801718.4,716217.7,11643446.0,473052.8,135835.4,165863.7,115887.0,69031.67,494594.7,14090.21,805949.1,50981.19,563076.2,725985.2,,384091.8,4523231.0,61613.6,213875.8,600626.4,92569.91,45812.56,37129.83,103048.6,273680.8,252165.8,,381127.3,103736.3,104669.5,216303.0,656611.7,286497.2,2425032.0,236406.4,16166677.0,103736.3
2018.0,11542170.0,67089.16,242569.5,214582.0,380990.2,3682.262,179718.5,462891.6,74572.99,1925769.0,205956.1,1436318.0,112471.4,44865.92,2949218.0,1522480.0,5408512.0,397714.4,19641.45,83581.15,825479.1,719743.7,12053028.0,499506.3,144260.6,194804.1,123854.8,72612.55,500269.2,13821.56,822733.7,57471.29,576841.9,768794.2,,409750.7,4897655.0,58687.48,220352.9,641980.6,90853.64,48831.09,37662.94,121012.0,292024.0,258508.4,,401674.5,109332.0,111472.5,228276.6,766534.0,295941.4,2549600.0,259003.0,16950682.0,109332.0
2019.0,11607571.0,53077.09,239337.7,217740.8,383450.4,38388.98,187571.7,456073.0,72824.21,1927945.0,210399.9,1469407.0,112386.8,41290.99,2927068.0,1695405.0,5541362.0,401887.6,19459.77,83106.41,845975.7,739112.7,12134110.0,461396.2,153409.3,172429.4,126994.5,74714.32,496818.7,14148.3,826190.5,68443.45,569253.1,753661.3,,402534.8,5014824.0,55439.29,213293.6,678446.6,91914.94,49081.69,37653.52,117008.4,300305.5,265929.1,,398074.4,109788.6,117885.2,218260.7,868929.1,308062.3,2538463.0,278131.2,17148933.0,109788.6
2020.0,11031344.0,47311.1,237192.4,204999.6,386354.7,6026.854,173089.7,414214.1,64860.01,,204718.1,1426418.0,112683.2,33901.9,2793433.0,1970272.0,5563430.0,353692.4,19274.78,80429.83,732301.5,647050.5,11549800.0,448314.1,152692.9,145128.1,128049.1,68208.42,460103.0,12994.84,796806.6,69729.18,586108.4,659830.5,,341266.5,5044974.0,46896.74,207488.8,648376.2,89713.79,44013.29,33303.26,94382.86,300902.9,257002.7,,396506.5,92997.84,112009.3,195954.1,1183918.0,328958.3,2433806.0,291095.2,16594774.0,92997.84
2021.0,11948986.0,61734.82,259062.6,230986.3,382286.3,1892.332,210783.6,446932.5,85979.24,,224407.4,1476396.0,125538.7,32287.54,3107961.0,2393160.0,6453520.0,394405.7,22580.62,86114.46,757685.9,684452.4,12544821.0,528897.5,165659.8,175744.2,140872.1,76158.11,496781.0,15111.19,818671.0,68731.61,635640.1,800971.0,,402827.0,5857685.0,47398.73,245856.0,754891.7,93659.28,52881.02,39646.36,111274.4,344196.4,300326.7,,426520.5,104029.6,121544.1,232638.2,1512354.0,375640.1,2711620.0,344324.7,18402506.0,104029.6
2022.0,12379033.0,68869.98,275662.0,254469.1,379552.6,1724.209,214323.5,471704.2,84490.71,,229365.2,1461997.0,134407.9,31269.73,3046615.0,3862137.0,,424036.7,22685.63,86321.53,,746961.3,13001375.0,456193.8,176531.2,201767.0,179920.6,83731.72,501273.3,17960.82,821907.4,79085.66,678420.4,833560.7,,425247.1,,49230.55,292437.9,795545.0,94330.12,53081.81,40629.46,124450.2,360408.5,,,448342.4,117063.1,124505.1,233909.1,2915773.0,387670.2,2867926.0,350813.8,20434693.0,117063.1
2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
