Unnamed: 0,Argentina,Australia,Belgium,Brazil,Canada,Chile,China,Costa Rica,Czech Republic,Germany,Denmark,Spain,Estonia,Finland,France,United Kingdom,"Hong Kong SAR, China",Hungary,Indonesia,Ireland,Israel,Italy,Jordan,Japan,"Korea, Rep.",Mexico,Malaysia,Netherlands,Norway,New Zealand,Peru,Philippines,Poland,Russian Federation,Singapore,Slovakia,Togo,Thailand,Turkey,"Taiwan, China",Uganda,United States
1999M04,,0.605241,1.161856,0.792909,0.763342,,,,0.985536,1.060854,,1.051256,0.665365,1.366381,1.043692,,1.043437,,1.112164,0.885682,1.004632,1.08338,1.054724,1.636358,1.928731,0.8594,,0.98957,0.480339,0.814793,0.554529,1.076034,,,1.301499,,,1.146113,1.152469,1.60469,,1.107428
1999M05,,0.605854,1.137316,0.783224,0.775872,,,,0.987617,1.05821,,1.076192,0.661636,1.3629,1.042574,,1.046519,,1.074164,0.925775,1.008278,1.072553,1.020002,1.617698,1.889289,0.856151,,1.022845,0.502873,0.818939,0.514639,1.118183,,,1.291307,,,1.098306,1.187624,1.603154,,1.100222
1999M06,,0.607352,1.166037,0.795496,0.781627,,,,0.975246,1.056871,,0.957045,0.667124,1.339502,1.050956,,1.048031,,1.034669,0.933099,1.006574,1.076063,1.061075,1.600506,1.878578,0.855137,,1.022927,0.527974,0.825585,0.552928,1.152673,0.913122,,1.297786,,,1.091138,1.181754,1.602885,,1.10259
1999M07,,0.61009,1.239612,0.796533,0.783747,,,,0.969153,1.050393,,1.023223,0.661684,1.337747,1.03897,,1.046519,,0.993906,0.909108,0.988834,1.060358,1.055177,1.585082,1.850959,0.869324,,1.010134,0.564607,0.847005,0.520869,1.204733,0.922398,,1.304669,,,1.073876,1.182699,1.582192,,1.090899
1999M08,,0.61313,1.054509,0.778503,0.789808,,,,0.96116,1.045309,,0.911431,0.663609,1.329468,1.030731,,1.041805,,1.074164,0.916274,0.984637,1.041901,1.030605,1.560256,1.823461,0.875562,,1.018516,0.587408,0.850149,0.557996,1.201394,0.935677,,1.310265,,,1.043143,1.129936,1.568638,,1.082693
1999M09,,0.616791,1.21407,0.783914,0.796048,,,,0.949403,1.037785,,0.99408,0.659016,1.295476,1.024893,,1.03435,,1.167334,0.944381,0.983175,1.050312,1.00726,1.541728,1.794513,0.89586,,1.020756,0.605495,0.846714,0.567387,1.170975,0.957115,,1.31025,,,1.027811,1.074672,1.501748,,1.07248
1999M10,,0.621186,1.194195,0.783985,0.798031,,,,0.955447,1.03528,,0.993313,0.681629,1.302399,1.036576,,1.035703,,1.111145,0.939077,0.997767,1.033654,1.015272,1.537167,1.794988,0.904705,,1.001542,0.6072,0.826256,0.573752,1.064839,0.950606,,1.292049,,,0.99823,1.097737,1.516504,,1.073505
1999M11,,0.625897,1.140013,0.794402,0.806573,,,,0.942255,1.023165,,1.009869,0.683913,1.288277,1.037765,,1.032831,,1.072484,0.900698,0.991718,1.038657,1.039568,1.52355,1.780356,0.912149,,0.975211,0.624446,0.818295,0.572854,1.042188,0.935772,,1.288963,,,1.005323,1.076056,1.505737,,1.067892
1999M12,,0.631107,1.084058,0.787683,0.796221,,,,0.934139,1.011377,,0.983633,0.689764,1.276502,1.019284,,1.029868,,1.111145,0.895544,0.978636,1.017945,1.058768,1.512984,1.747756,0.925535,,0.985034,0.645968,0.811984,0.561053,1.035894,0.901343,,1.282753,,,1.005424,1.066711,1.496027,,1.060217
2000M01,,0.639562,1.097191,0.780771,0.810897,,,0.846463,0.937134,1.007933,,0.954057,0.698571,1.281541,1.037365,0.995559,1.030117,,1.130487,1.004107,0.937828,1.003099,0.985112,1.467359,1.788725,0.905539,,0.955496,0.686907,0.805364,0.571771,1.072022,0.897617,,1.251941,,0.35998,1.044267,1.084557,1.488417,1.164207,1.058014
